Presidente|Presidente|Srs. Deputados, temos quórum, pelo que está aberta a sessão.
Presidente|Presidente|Sr.as e Srs. Deputados, o primeiro ponto dos nossos trabalhos consta da apreciação e votação do voto n.º 54/XI (1.ª) — De pesar pelo falecimento do Prémio Nobel da Literatura José Saramago, apresentado pelo PCP, PS, PSD, CDS-PP, BE e Os Verdes.\n Para proceder à leitura do voto, tem a palavra a Sr.ª Secretária.\n
Secretária|Celeste Correia|Sr. Presidente e Srs. Deputados, o voto é do seguinte teor: José Saramago nasceu em Azinhaga (Golegã), em 16 de Novembro de 1922, numa família de pequenos agricultores. Em Lisboa, frequentou um curso técnico e teve o seu primeiro emprego como serralheiro mecânico. Autodidacta, satisfazia a sua paixão pelos livros passando as noites na Biblioteca Municipal Central de Lisboa.\n Em 1947, publicou o seu primeiro romance, Terra do Pecado. Nos anos seguintes, dedicou-se à crítica literária na Seara Nova, à realização de traduções (de Tolstoi, Hegel, Baudelaire, Nazim Hikmet), à poesia, tendo publicado Os Poemas Possíveis (1966), Provavelmente Alegria (1970), O Ano de 1993 (1975), e ao jornalismo, tendo dirigido o Suplemento Cultural do Diário de Lisboa e exercido as funções de Director-adjunto do Diário de Notícias, em 1975. Da sua actividade como jornalista resultaram os livros de crónicas Deste Mundo e do Outro (1971), A Bagagem do Viajante (1973), As Opiniões que o DL Teve (1974) e Apontamentos (1976).\n O regresso de José Saramago ao romance, a partir de 1977, com Manual de Pintura e Caligrafia, viria a marcar decisivamente a sua obra e a literatura portuguesa. Em 1980, publicou Levantado do Chão. Em 1982, publicou aquele que é, porventura, o mais celebrado dos seus romances, Memorial do Convento, e publicou, sucessivamente, O Ano da Morte de Ricardo Reis (1984), A Jangada de Pedra (1986), a História do Cerco de Lisboa (1989), O Evangelho Segundo Jesus Cristo (1991), Ensaio Sobre a Cegueira (1995), Todos os Nomes (1997), A Caverna (2001), O Homem Duplicado (2002), Ensaio Sobre a Lucidez (2004), As Intermitências da Morte (2005), A Viagem do Elefante (2008), e Caim (2009).\n Da obra literária de José Saramago constam ainda livros de contos, literatura de viagens, peças de teatro e vários volumes de diários e memórias.\n Ao longo da sua carreira, José Saramago recebeu 18 prémios literários. Ao ser distinguido, em 1998, com o Prémio Nobel da Literatura, o único atribuído, até hoje, a um autor de língua portuguesa, Saramago conferiu uma dimensão mundial sem precedentes à literatura, à língua e à cultura portuguesas e tornou-se o mais universal dos escritores portugueses, traduzido e editado em dezenas de países. Foi condecorado, em Portugal, em 1985, com a Ordem Militar de Santiago de Espada e, em França, em 1991, com a Ordem das Artes e das Letras Francesas. Recebeu o Grau de Doutor Honoris Causa por dezenas de Universidades de todo o mundo.\n A obra de José Saramago projectou-se igualmente na música, no teatro e no cinema. Muitos dos seus poemas foram musicados e interpretados por cantores como Manuel Freire, Luís Cília, Carlos do Carmo, Mísia ou Pedro Barroso. O compositor italiano Azhio Corghi levou à cena a ópera Blimunda, baseada no Memorial do Convento, dramas líricos baseados nas peças teatrais In Nomine Dei e Don Giovanni e compôs sinfonias baseadas em vários textos de José Saramago. Os romances Jangada de Pedra e Ensaio sobre a Cegueira foram adaptados ao cinema, com grande sucesso nacional e internacional.\n José Saramago destacou-se também por uma intensa acção cívica e política. Em 1948, apoiou activamente a candidatura presidencial de Norton de Matos. Em 1969, aderiu ao Partido Comunista Português, partido de que foi militante, até ao fim da sua vida. Em 1969 e 1973, desenvolveu intensa actividade nas candidaturas da oposição democrática (CDE). Em 1989, integrou as listas da Coligação Por Lisboa, indicado pelo PCP, e foi eleito Presidente da Assembleia Municipal de Lisboa. Foi candidato a Deputado à Assembleia da República, em diversas eleições, pelo círculo de Lisboa e integrou as listas da CDU ao Parlamento Europeu, em todas as eleições, desde 1987 a 2009.\n Com uma obra intensamente ligada às mais profundas aspirações de progresso da Humanidade, a dimensão intelectual, artística, humana e cívica que José Saramago assumiu fazem dele uma figura maior da cultura portuguesa e um vulto incontornável da literatura universal. A morte de José Saramago constitui uma perda irreparável para Portugal, para o povo português, para a cultura portuguesa.\n A Assembleia da República, reunida em plenário, manifesta o seu profundo pesar pelo falecimento de José Saramago e expressa aos seus familiares e, em especial, à sua mulher, Pilar del Rio, e à sua filha, Violante Saramago, as mais sinceras condolências.\n
Presidente|Presidente|Tem a palavra o Sr. Deputado Fernando Negrão.
Fernando Negrão|PSD|Sr. Presidente, Srs. Membros do Governo, Sr. e Srs. Deputados: Faleceu José Saramago. Faleceu quem, para além do mais, nos deixou uma bela lição de vida. A lição de quem tem a sua origem em avós camponeses; de quem começou a vida, sempre de muita disciplina e trabalho, como aprendiz de serralheiro mecânico; de quem foi construindo a sua vida sempre com uma companhia, os livros; de quem, por amor aos livros, se fez escritor; e, por fim, de quem se tornou num dos escritores maiores da nossa Língua e com reconhecimento notório em todo o mundo — é o nosso Nobel.\n Por isso, José Saramago, tendo, embora, falecido, continua presente em cada palavra que escreveu da sua admirável obra.\n José Saramago tinha ainda a particularidade de nos surpreender — sempre! E fê-lo através dos seus 35 livros publicados. Com a certeza de que continuará a surpreender-nos com a publicação dos inéditos que já se anunciam. Por eles ficaremos a aguardar, como se cada um desses inéditos tivesse sido por ele próprio acabado de escrever.\n Mas José Saramago ia sempre mais longe e fazia por nos chocar: ora através da sua militância política, sempre coerente e inquebrantável — e aproveitamos esta oportunidade para saudar o Partido Comunista Português, partido onde José Saramago sempre militou —, ora quando defendeu abertamente uma federação ibérica, ora quando escreveu e publicou obras através das quais afirmava e reiterava a sua condição de ateu convicto.\n Embora fazendo algumas vezes «estalar o verniz», José Saramago obteve o que pretendia: polemizar, obrigar à reflexão, criar ideias, preencher vazios, encontrar novos caminhos, obter respostas diferentes, não só para si mas também, e principalmente, para o povo de onde vinha e onde sempre quis estar.\n Termino deixando à família enlutada — em especial, à sua mulher e à sua filha — os nossos sentidos pêsames e a todos uma breve citação daquela que considero uma das suas obras maiores, O Ano da Morte de Ricardo Reis: «Um homem deve ler de tudo, um pouco ou o que puder, não se lhe exija mais do que tanto, vista a curteza das vidas e a prolixidade do mundo».\n
|gerais|*** Aplausos ***
Presidente|Presidente|Tem a palavra a Sr.ª Deputada Catarina Martins.
Catarina Martins|BE|Sr. Presidente: O voto de pesar pelo falecimento de José Saramago é também um voto de pesar pela nossa imensa perda.\n Saramago ofereceu-nos a força mais pura da criação, reflectindo o mundo para nos devolver um outro, renovado e humano, nas suas limitações e deslumbramentos. Nos livros e na vida — nas palavras, em suma —, José Saramago confrontou-se e confrontou-nos com a tragédia de existir, com o amor a ditar-nos a vida, com as marcas que a História feita por ditadores minúsculos deixou em homens e mulheres, aos quais a História nunca deu rosto ou tamanho.\n E essa façanha implicou também olhar Deus de frente, encarar de frente o País e a sua mesquinhez, mas também a sua grandeza. O que ele disse mais ninguém escreveria.\n E essa coragem deve também agora ser celebrada, para que os tiranetes sejam cada vez menos, para que a tacanhez seja vencida, em nome do espírito livre e de um País que seja mais do que uma organização económica e que não renegue o seu povo, a sua história, a sua cultura. Um País que, agora ainda mais, deverá demonstrar que mereceu esta obra de um homem só sobre muito mais do que um povo só.\n Saramago, que soube quebrar todas as fronteiras — fronteiras de língua e de país pelo enorme reconhecimento internacional que teve, mas, mais ainda, fronteiras de linguagens e imaginários —, torna-nos, mais e mais, acompanhados.\n Hoje, são parte do que somos todos — e tantos que somos! — o amor de Baltazar e Blimunda, uma península feita jangada, um país de morte suspensa, um deus à semelhança do homem.\n Quem nos dera saber contar uma vida assim!
|gerais|*** Aplausos ***
Presidente|Presidente|Tem a palavra a Sr.ª Deputada Inês de Medeiros.
