Presidente|Presidente|Srs. Deputados, temos quórum, pelo que declaro aberta a sessão.
Presidente|Presidente|Srs. Deputados, a Sr.ª Secretária vai proceder à leitura do expediente. Antes, porém, quero anunciar à Câmara que as urnas para a eleição de membros para o Conselho de Estado e para o Conselho Superior de Defesa Nacional se encontram abertas na Sala D. Maria, pelo que peço aos Srs.\n Deputados o favor de exercerem o seu direito de voto até ao final da nossa reunião.\n Tem a palavra, Sr.ª Secretária.\n
Secretária|Celeste Correia|Sr. Presidente e Srs. Deputados, deram entrada na Mesa, e foram admitidas, as seguintes iniciativas legislativas: proposta de lei n.º 1/XI (1.ª) — Primeira alteração à Lei Orgânica n.º 1/2007, de 19 de Fevereiro, que aprova a Lei de Finanças das Regiões Autónomas (ALRM), que os baixou à 5.ª Comissão; projectos de lei n. 48/XI (1.ª) — Primeira Alteração à Lei n.º 110/2009, de 16 de Setembro, que estabelece uma nova data para a entrada em vigor do Código Contributivo (CDS-PP), que baixou à 11.ª Comissão, 49/XI (1.ª) — Nomeação e cessação de funções dos membros das entidades reguladoras independentes (PSD), que baixou à 1.ª Comissão, 50/XI (1.ª) — Alteração ao Decreto-Lei n.º 220/2006, de 3 de Novembro, obrigação da Administração Pública de contactar todos os desempregados que detenham as habilitações literárias requeridas para o concurso (CDS-PP), que baixou à 11.ª Comissão, 51/XI (1.ª) — Inclusão na bases de dados do IEFP e do MTSS, nos boletins ou publicações temáticas sobre o desemprego, o estado civil do desempregado ou situação equiparada (CDS-PP), que baixou à 11.ª Comissão, 52/XI (1.ª) — Garante o princípio da precaução face aos campos electromagnéticos produzidos pelas linhas e instalações eléctricas de alta e muito alta tensão (BE), que baixou à 12.ª Comissão, 53/XI (1.ª) — Consagra a cativação pública das mais-valias urbanísticas prevenindo a corrupção e o abuso do poder (BE), que baixou à 8.ª Comissão, 54/XI (1.ª) — Determina a derrogação do sigilo bancário como instrumento para o combate à fraude fiscal (BE), que baixou à 5.ª Comissão, 55/XI (1.ª) — Nomeação, cessação de funções e impugnação do mandato dos membros das entidades administrativas independentes (CDS-PP), que baixou à 1.ª Comissão, 56/XI (1.ª) — Repõe direitos retirados na aposentação e protege as carreiras contributivas longas, garantindo o direito a uma aposentação sem penalizações aos 40 anos de contribuições (PCP), que baixou à 11.ª Comissão, 57/XI (1.ª) — Suspende o sistema integrado de gestão e avaliação do desempenho dos trabalhadores da Administração Pública (SIADAP 3) (PCP), que baixou à 11.ª Comissão, 58/XI (1.ª) — Institui uma verdadeira mobilidade entre os serviços da Administração Pública e revoga a mobilidade especial (PCP), que baixou à 11.ª Comissão, 59/XI (1.ª) — Garante aos trabalhadores o vínculo público de nomeação e combate a precariedade na Administração Pública (PCP), que baixou à 11.ª Comissão, 60/XI (1.ª) — Altera o sistema de qualificação e formação contínua dos motoristas, reforçando a protecção dos direitos dos trabalhadores (PCP), que baixou à 11.ª Comissão, e 61/XI (1.ª) — Protecção contra a exposição aos campos eléctricos e magnéticos derivados de linhas, de instalação e de equipamentos eléctricos (PSD), que baixou à 12.ª Comissão; e a apreciação parlamentar n.º 25/XI (1.ª) — Decreto-Lei n.º 307/2009, de 23 de Outubro (No uso da autorização concedida pela Lei n.º 95-A/2009, de 2 de Setembro, aprova o regime jurídico da reabilitação urbana) (PSD).\n Em termos de expediente é tudo, Sr. Presidente.\n
Presidente|Presidente|Srs. Deputados, vamos iniciar o primeiro ponto da ordem de trabalhos de hoje, que consiste na apreciação do Decreto-Lei n.º 270/2009, de 30 de Setembro, que Procede à Nona Alteração ao Estatuto da Carreira dos Educadores de Infância e dos Professores dos Ensinos Básico e Secundário, aprovado pelo Decreto-Lei n.º 139-A/90, de 28 de Abril, à Terceira Alteração ao Decreto-Lei n.º 20/2006, de 31 de Janeiro, e à Primeira Alteração ao Decreto-Lei n.º 104/2008, de 24 de Junho [apreciações parlamentares os n. 1/XI (1.ª) (PCP) e 3/XI (1.ª) (BE)].\n Para uma intervenção, tem a palavra o Sr. Deputado João Oliveira.\n
João Oliveira|PCP|Sr. Presidente, Srs. Membros do Governo, Sr. e Srs. Deputados, com a apreciação parlamentar do Decreto-Lei n.º 270/2009, o PCP procura atingir dois objectivos fundamentais: um primeiro que tem que ver, obviamente, com a necessidade de ter em conta o que decorre das alterações ao Estatuto da Carreira Docente introduzidas pelo Decreto-Lei n.º 15/2007 e sucessivamente por vários outros diplomas legislativos, entre os quais se contam o próprio Decreto-Lei n.º 270/2009, que faz repercutir, uma vez mais, no nosso edifício jurídico relacionado com o sistema educativo vários aspectos negativos daquelas alterações introduzidas em 2007, particularmente as que têm a ver com os efeitos da avaliação, com as alterações às condições de progressão na carreira e ainda com as condições efectivas do exercício da função docente.\n Por outro lado, com esta apreciação parlamentar, o PCP procura também cumprir um outro objectivo, que é o objectivo político de não deixar a Assembleia da República fora de discussão que tem obrigatoriamente de passar pelos vários grupos parlamentares representados nesta Assembleia em relação à revisão do Estatuto da Carreira Docente e à alteração do que foi uma política educativa desastrosa levada a cabo pelo anterior governo do Partido Socialista e que, aparentemente, de acordo com as intenções manifestadas, este Governo pretende corrigir.\n Daí que desejemos, com esta apreciação parlamentar e a fiscalização parlamentar deste decreto-lei, envolver a Assembleia da República nesse processo em que todos os partidos são chamados a pronunciar-se, a assumir posições, a clarificar posições em relação ao que, no concreto, vai pondo em causa o funcionamento das nossas escolas e, particularmente, perturbando esse funcionamento pela via da desestabilização daqueles que têm uma missão da maior relevância a desempenhar no sistema educativo e que são os professores.\n Com esta apreciação parlamentar, trazemos à Assembleia da República, uma vez mais, a discussão das repercussões das alterações que o Governo introduziu ao Estatuto da Carreira Docente, em 2007, para que todos os partidos possam dar um contributo para a correcção das injustiças e dos erros cometidos pelo governo do Partido Socialista na anterior legislatura.\n
|PCP|*** Aplausos ***
Presidente|Presidente|Para uma intervenção, tem a palavra a Sr.ª Deputada Ana Drago.
Ana Drago|BE|Sr. Presidente, Srs. Membros do Governo, Sr. e Srs. Deputados: Aprendemos ontem, ou talvez na quarta-feira, com as reuniões que foram feitas entre responsáveis do novo Ministério da Educação e os sindicatos, que não há nada como uma iniciativa parlamentar na Assembleia da República para apressar o Governo e criar uma nova disponibilidade negocial. É por isso mesmo que hoje não temos presente a Sr.ª Ministra da Educação, mas gostaria de saudar o Sr. Secretário de Estado Adjunto e da Educação pela sua presença neste debate.\n A apreciação parlamentar que hoje fazemos incide sobre uma nova alteração que o anterior Ministério da Educação fez sobre o Estatuto da Carreira Docente e, portanto, sobre o último refinamento, a herança que foi deixada pela anterior responsável do Ministério da Educação. O Estatuto da Carreira Docente e as suas alterações foram o principal instrumento utilizado pelo governo anterior para tentar domesticar, perseguir e punir toda uma classe docente.\n Por isso, o que se impõe é pegar nesse mesmo Estatuto e extirpar dele tudo o que está mal, ou seja, retirar a divisão da carreira em duas categorias, retirar o modelo de avaliação, que foi absolutamente incompetente e que só gerou resultados injustos, mas fazer também justiça e permitir que o acesso à carreira dos professores contratados seja uma realidade. São estas as responsabilidades que eu creio que todas as forças políticas devem assumir no debate sobre o Estatuto da Carreira Docente.\n Mas, provavelmente porque o Sr. Secretário de Estado Adjunto e da Educação nos honra hoje com a sua presença, talvez seja útil perceber exactamente quais são as intenções do Ministério no processo negocial que neste momento se iniciou.\n Gostaríamos muito de ouvir o Sr. Secretário de Estado — aliás, porque é um conhecedor do anterior modelo de avaliação — dar contas a esta Assembleia de quais são os propósitos, qual é a vontade e quais são as intenções da nova equipa do Ministério da Educação.\n Quero também dizer-lhe, Sr. Secretário de Estado, que esta Assembleia não abdica da sua legitimidade e dos seus poderes. Vamos estar atentos às negociações que estão a decorrer com os sindicatos. Portanto — e não tome isto como uma ameaça mas como um aviso —, se o Governo não resolver este problema, a Assembleia vai resolvê-lo pelo Governo!
|BE|*** Aplausos ***
Presidente|Presidente|Para uma intervenção, tem a palavra o Sr. Deputado Emídio Guerreiro.
