Presidente|Presidente|Srs. Deputados, temos quórum, pelo que declaro aberta a sessão.
Presidente|Presidente|Antes de mais, informo a Câmara que decorre, na Sala D. Maria, a eleição para 1 juiz do Tribunal Constitucional, dos membros para o Conselho Superior de Magistratura e para o Conselho Superior do Ministério Público, do Presidente do Conselho Económico e Social e dos membros para a Comissão Nacional de Eleições e para o Conselho Superior de Informações.\n Peço aos Srs. Deputados o favor de exercerem o seu direito de voto até ao final da nossa reunião.\n Srs. Deputados, do primeiro ponto da nossa ordem do dia consta a discussão, na generalidade, da proposta de lei n.º 2/XI (1.ª ) — Segunda alteração à Lei n.º 64-A/2008, de 31 de Dezembro (Orçamento do Estado para 2009).\n Para uma intervenção, tem a palavra o Sr. Ministro de Estado e das Finanças.\n
Ministro de Estado e das Finanças|Ministro|Sr. Presidente, Sr. e Srs. Deputados: A crise financeira e económica tem vindo a apresentar uma intensidade, uma duração e uma extensão geográfica sem precedentes históricos recentes.\n О contágio da crise financeira à componente real da economia reflectiu-se numa deterioração acrescida das expectativas dos agentes económicos, afectando negativamente a produção, o comércio internacional е о emprego.\n No sentido de combater os efeitos eminentemente catastróficos de uma crise desta natureza, o Governo português, em estreita coordenação com os parceiros europeus, adoptou dois grandes tipos de medidas.\n Primeiro, medidas no âmbito do sistema financeiro, que se traduziram na Iniciativa de Reforço da Estabilidade Financeira e que visaram, fundamentalmente, assegurar a regularidade do financiamento da actividade económica e garantir a protecção das poupanças dos portugueses.\n Segundo, medidas de apoio ao investimento e ao emprego, através do lançamento da Iniciativa para o Investimento e o Emprego, que tem vindo a actuar em áreas estratégicas, como a educação, as energias renováveis, as infra-estruturas tecnológicas, o apoio às empresas, nomeadamente às pequenas e médias empresas, o emprego e a protecção social.\n Estas medidas consubstanciaram-se num estímulo orçamental que obrigou a um aumento da despesa e do défice previstos para 2009.\n Para além da intervenção pública através destas medidas extraordinárias, no sentido de apoiar as empresas, o emprego e as famílias mais afectadas, há também que ter em conta o efeito de funcionamento dos chamados estabilizadores automáticos. Como é sabido, o contexto económico gera efeitos nas contas públicas, quer do lado da despesa, quer do lado da receita. Num quadro recessivo de abrandamento da actividade económica, as receitas diminuem (entre outros motivos, pela queda dos lucros das empresas e pela diminuição do consumo) e as despesas aumentam (nomeadamente, as prestações sociais associadas ao apoio aos desempregados).\n Assim sendo, a recessão traduziu-se, na economia portuguesa, à semelhança da generalidade das economias europeias, da OCDE e a nível global, numa deterioração das contas públicas pelo efeito combinado das medidas discricionárias e do funcionamento dos referidos estabilizadores automáticos.\n Neste âmbito, é de assinalar que a crise tem vindo a gerar consequências orçamentais mais acentuadas, sendo de destacar a forte quebra da receita fiscal e contributiva em relação às previsões iniciais. Com efeito, estima-se que a receita fiscal, em 2009, sofra uma queda de 13,2% relativamente ao montante cobrado em 2008, o que implica um valor de cerca de 4,5 mil milhões de euros abaixo daquele previsto no relatório que, em Janeiro, acompanhou a proposta de lei da Iniciativa para o Investimento e o Emprego. Deste valor, cerca de 70% é justificado pela evolução dos impostos indirectos, nomeadamente do IVA. No que respeita a impostos directos, há a destacar a acentuada quebra de receitas em sede de IRC como resultado da diminuição dos lucros das empresas.\n Entretanto, é de relevar a evolução relativamente favorável do sector financeiro em Portugal. O sistema bancário nacional tem vindo a revelar-se globalmente resiliente, comparativamente ao quadro europeu, em termos de liquidez e solvabilidade, o que tem permitido a regularidade dos fluxos de crédito à economia e às famílias.\n Este panorama mais positivo do sector financeiro reflecte-se, desde logo, na diminuição da necessidade de envolvimento efectivo do Estado no apoio à estabilidade financeira, permitindo, nomeadamente, reafectar parte do limite de 20 000 milhões de euros de endividamento público, inicialmente dirigidos ao apoio de instituições financeiras, a favor do financiamento do défice adicional associado à quebra da receita fiscal.\n De salientar que a despesa do Estado se mantém globalmente dentro dos limites anteriormente fixados e autorizados pela Assembleia da República. A presente alteração orçamental procede, isso sim, à recomposição da despesa corrente, que resulta até numa diminuição do montante autorizado em 60 milhões de euros.\n De entre as rubricas de despesa corrente há a ressaltar a diminuição em 630 milhões de euros na dotação de juros e outros encargos da dívida pública. Parte deste montante — 570 milhões de euros — permite colmatar a necessidade de reforçar a autorização para outras rubricas, como a Transferência do Estado para a Caixa Geral de Aposentações, em 210 milhões de euros, face ao aumento do número de novos pensionistas.\n Também de referir o reforço da importância concedida ao Sistema Nacional de Saúde, em 50 milhões de euros, para financiamento de despesas de prevenção e combate ao vírus H1N1 e o reforço da dotação provisional em 310 milhões de euros, de forma a mantê-la a níveis prudentes.\n Esta proposta de alteração orçamental reconhece, assim, a quebra de receita mais acentuada face às previsões iniciais, fruto dos efeitos profundos da crise, mas providencia os mecanismos de equilíbrio necessários, via reafectação de recursos financeiros, para minimizar o efeito de deterioração das contas públicas.\n Sr. Presidente, Sr. e Srs. Deputados: Termino com duas observações adicionais.\n Primeira: o esforço orçamental anticíclico desta dimensão só foi possível devido ao êxito e credibilidade da consolidação orçamental iniciada em 2005, baseada na redução de despesa primária.\n Segunda: este apoio público é temporário, sendo que, assim que os níveis de incerteza diminuírem substancialmente e a recuperação económica e financeira se revele sustentada, a actuação do Governo retomará a imperiosa rota de consolidação orçamental, essencial para a sustentabilidade das contas públicas e para a competitividade e o crescimento económico e social sustentado.\n
|PS|*** Aplausos ***
Presidente|Presidente|Inscreveram-se vários Srs. Deputados para pedir esclarecimentos ao orador.\nEm primeiro lugar, tem a palavra o Sr. Deputado Duarte Pacheco.\n
Duarte Pacheco|PSD|Sr. Presidente. Sr. Ministro de Estado e das Finanças, o documento que hoje nos apresenta é o espelho de um Governo que falhou na política de consolidação orçamental e que escondeu a realidade, a verdade, aos portugueses. Repito, Sr. Ministro: é o espelho de um Governo que falhou na política de consolidação orçamental e que escondeu a realidade aos portugueses.\n
Vozes do PSD|PSD|Muito bem!
Duarte Pacheco|PSD|Sr. Ministro, ao longo dos últimos anos sempre dissemos que o combate com vista à consolidação orçamental estava a ser feito pela via errada; que os senhores estavam a querer a consolidação não pela via da despesa mas, sim, pura e simplesmente, pelo agravamento da carga fiscal e que em qualquer momento, quando houvesse uma crise com repercussão na receita, a realidade estaria à vista de todos e o défice voltaria a aumentar.\n Os senhores sempre o negaram, mas hoje isso é inequívoco. Depois de anos com a despesa não controlada, com a receita fiscal a ser a única via para consolidar o Orçamento, hoje, que a receita cai, temos o défice mais alto dos últimos 20 anos.\n Sr. Ministro, esconderam a realidade aos portugueses, porque não é plausível que não soubessem esta situação ao longo de meses. E durante os últimos meses quiseram escondê-la por um único motivo: por estarmos em vésperas de eleições. Agora, depois das eleições, fica à vista de todos o falhanço da política orçamental do actual Governo.\n Mas a verdade, Sr. Ministro, é que não esconderam a realidade aos portugueses só durante os últimos meses; hoje continuam a fugir da verdade e a querer esconder a realidade aos portugueses. É que, hoje mesmo, estamos a apreciar um documento em que vêm pedir perto de 5000 milhões de euros para agravar o endividamento, mas não têm a coragem — talvez tenham mesmo a vergonha — de dizer quais são as vossas estimativas para os principais agregados macroeconómicos.\n Sr. Ministro, a 15 dias do fim do ano, apresentam-nos um documento em que pedem 5000 milhões de euros, não apresentando qualquer estimativa para o valor do défice, para o valor do crescimento do produto, para o valor do endividamento, para o valor do desemprego. Porquê? Das duas, uma: ou o Sr. Ministro, a 15 dias do fim do ano, não tem essa informação, o que não é plausível, ou a tem e, de forma consciente, não a quer partilhar com os portugueses. E a pergunta que tem de se fazer é só uma, Sr. Ministro: quer 5000 milhões de euros de agravamento do endividamento? Então, tem de dizer-nos quais são as estimativas reais para o produto, para o défice e para o endividamento. Os portugueses merecem saber a verdade.\n
|PSD|*** Aplausos ***
Presidente|Presidente|Tem a palavra o Sr. Deputado Honório Novo.
