Column	Column2
291	N/A
292	N/A
293	N/A
294	N/A
295	N/A
296	N/A
297	N/A
298	N/A
299	N/A
300	N/A
301	N/A
302	N/A
303	João Prata
304	N/A
305	N/A
306	N/A
307	N/A
308	N/A
309	N/A
310	N/A
311	N/A
312	N/A
313	N/A
314	N/A
315	N/A
316	N/A
317	N/A
318	N/A
319	Manuela Ferreira Leite
320	N/A
321	Francisco José Martins
322	N/A
323	N/A
324	N/A
325	N/A
326	N/A
327	N/A
328	N/A
329	N/A
330	N/A
331	N/A
332	N/A
333	N/A
334	João de Deus Pinheiro
335	N/A
336	N/A
337	N/A
338	N/A
339	N/A
340	N/A
341	N/A
342	N/A
344	N/A
345	N/A
346	N/A
347	N/A
348	N/A
349	N/A
350	N/A
351	N/A
352	N/A
353	N/A
354	N/A
355	N/A
356	Couto dos Santos
357	N/A
358	N/A
359	N/A
360	N/A
361	N/A
362	N/A
363	N/A
364	N/A
365	N/A
366	N/A
367	N/A
368	N/A
369	N/A
370	N/A
371	N/A
372	N/A
373	N/A
374	N/A
375	N/A
376	N/A
377	N/A
378	N/A
379	N/A
380	N/A
381	N/A
382	N/A
383	N/A
384	N/A
385	N/A
386	N/A
387	N/A
388	N/A
389	N/A
390	Mota Amaral
391	N/A
392	N/A
393	N/A
394	N/A
395	N/A
396	Alberto João Jardim
397	Correia de Jesus
398	N/A
399	N/A
400	N/A
401	N/A
402	N/A
403	N/A
404	N/A
405	N/A
406	N/A
407	N/A
408	N/A
409	N/A
410	N/A
411	N/A
412	N/A
413	Luís Pita Ameixa
414	N/A
415	N/A
416	N/A
417	Fernando Moniz
418	N/A
419	N/A
420	N/A
421	N/A
422	N/A
423	Luís Vaz
424	N/A
425	N/A
426	N/A
427	N/A
428	Fernando Serrasqueiro
429	N/A
430	N/A
431	N/A
432	N/A
433	N/A
434	N/A
435	N/A
436	N/A
437	Horácio Antunes
438	Carlos Zorrinho
439	N/A
440	N/A
441	N/A
442	N/A
443	N/A
444	N/A
445	N/A
446	N/A
447	N/A
448	N/A
449	N/A
450	N/A
451	N/A
452	N/A
453	N/A
454	N/A
455	N/A
456	João Paulo Pedrosa
457	N/A
458	N/A
459	N/A
460	N/A
461	N/A
462	Alberto Martins
463	N/A
464	N/A
465	N/A
466	N/A
467	N/A
468	N/A
469	N/A
470	N/A
471	N/A
472	N/A
473	N/A
474	N/A
475	N/A
476	N/A
477	N/A
478	N/A
479	N/A
480	N/A
481	N/A
482	N/A
483	N/A
484	N/A
485	N/A
486	N/A
487	Fernando Jesus
488	N/A
489	N/A
490	N/A
491	N/A
492	N/A
493	N/A
494	N/A
495	N/A
496	N/A
497	N/A
498	N/A
499	N/A
500	N/A
501	N/A
502	N/A
503	N/A
504	N/A
505	N/A
506	N/A
507	N/A
508	N/A
509	N/A
510	N/A
511	N/A
512	N/A
513	N/A
514	N/A
515	N/A
516	N/A
517	N/A
518	N/A
519	N/A
520	N/A
521	N/A
522	N/A
523	N/A
524	N/A
525	N/A
526	N/A
527	N/A
528	N/A
529	N/A
530	N/A
531	N/A
533	N/A
534	N/A
535	N/A
536	N/A
537	N/A
538	Luís Amado
539	N/A
540	N/A
541	N/A
542	N/A
543	N/A
544	N/A
545	N/A
546	N/A
547	N/A
548	N/A
549	N/A
550	N/A
551	N/A
552	N/A
553	N/A
554	N/A
555	N/A
556	N/A
557	N/A
558	N/A
559	N/A
560	N/A
561	N/A
562	N/A
563	N/A
564	N/A
565	N/A
566	N/A
567	N/A
568	N/A
569	N/A
570	N/A
571	N/A
572	N/A
573	N/A
574	N/A
575	N/A
576	N/A
577	N/A
578	N/A
579	N/A
580	N/A
581	N/A
582	N/A
583	N/A
584	N/A
585	N/A
586	N/A
587	N/A
588	N/A
589	N/A
590	N/A
591	N/A
592	N/A
593	N/A
594	N/A
595	N/A
596	N/A
597	N/A
598	N/A
599	N/A
600	N/A
601	N/A
602	N/A
603	N/A
604	N/A
605	N/A
606	N/A
607	N/A
608	N/A
609	N/A
610	N/A
611	N/A
612	N/A
613	N/A
614	Celeste Correia
615	N/A
616	N/A
617	N/A
618	Guilherme Silva
619	N/A
620	N/A
621	N/A
622	N/A
623	N/A
624	N/A
625	N/A
626	N/A
627	N/A
628	N/A
629	N/A
630	N/A
631	N/A
632	N/A
633	N/A
634	N/A
635	N/A
636	N/A
637	N/A
638	N/A
639	N/A
640	N/A
641	N/A
642	N/A
643	N/A
644	N/A
645	N/A
646	N/A
647	N/A
648	N/A
649	N/A
650	N/A
651	N/A
652	N/A
653	N/A
654	N/A
655	N/A
656	N/A
657	N/A
658	N/A
659	N/A
660	N/A
661	N/A
662	N/A
663	N/A
664	N/A
665	N/A
666	N/A
667	N/A
668	N/A
669	N/A
670	N/A
671	N/A
672	N/A
673	N/A
674	N/A
675	N/A
676	N/A
677	N/A
678	N/A
679	N/A
680	N/A
681	N/A
682	José Miguel Medeiros
683	N/A
684	N/A
685	N/A
686	N/A
687	N/A
688	N/A
689	N/A
690	N/A
691	N/A
692	N/A
693	N/A
694	N/A
695	N/A
696	N/A
697	N/A
698	N/A
699	N/A
701	N/A
702	N/A
703	N/A
704	N/A
705	N/A
706	N/A
707	N/A
708	N/A
709	N/A
710	Maria Luisa Tadeu
711	N/A
712	N/A
713	N/A
714	N/A
715	N/A
716	N/A
717	N/A
718	N/A
719	N/A
720	N/A
721	N/A
722	N/A
723	N/A
724	N/A
725	N/A
726	N/A
727	N/A
728	Rosalina Martins
729	N/A
730	N/A
731	N/A
732	N/A
733	N/A
734	João Duarte Cruz
735	N/A
736	N/A
737	N/A
738	N/A
739	N/A
740	N/A
741	N/A
742	N/A
743	N/A
744	N/A
745	N/A
746	N/A
747	N/A
748	N/A
749	N/A
750	N/A
751	N/A
752	N/A
753	N/A
754	N/A
755	N/A
756	N/A
757	N/A
758	N/A
759	N/A
760	N/A
761	N/A
762	N/A
763	N/A
764	N/A
765	N/A
766	N/A
767	N/A
768	N/A
769	N/A
770	N/A
771	N/A
772	N/A
773	N/A
774	N/A
775	N/A
776	N/A
777	N/A
778	N/A
779	N/A
780	José Luís Ferreira
781	N/A
782	N/A
783	N/A
784	N/A
785	N/A
786	N/A
787	N/A
788	N/A
789	N/A
790	N/A
791	N/A
792	N/A
793	N/A
794	N/A
795	N/A
796	N/A
797	N/A
798	N/A
799	N/A
800	N/A
801	N/A
802	N/A
803	João Semedo
804	N/A
805	N/A
806	N/A
807	N/A
808	N/A
809	N/A
810	N/A
811	N/A
812	N/A
813	N/A
814	N/A
815	N/A
816	N/A
817	N/A
818	N/A
819	N/A
820	N/A
821	N/A
822	N/A
823	N/A
824	N/A
825	N/A
826	N/A
827	N/A
828	N/A
829	N/A
830	N/A
831	N/A
832	N/A
833	N/A
834	Heloísa Apolónia
835	N/A
836	N/A
837	N/A
838	N/A
839	Pedro Soares
840	N/A
841	N/A
842	N/A
843	N/A
844	N/A
845	N/A
846	N/A
847	N/A
848	N/A
849	N/A
850	N/A
851	N/A
852	N/A
853	N/A
854	N/A
855	N/A
856	N/A
857	N/A
858	N/A
859	N/A
860	N/A
861	N/A
862	N/A
863	N/A
864	N/A
865	N/A
960	N/A
961	N/A
962	N/A
963	N/A
964	N/A
965	N/A
1060	N/A
1061	N/A
1062	N/A
973	N/A
974	N/A
1160	Umberto Pacheco
1260	N/A
1161	N/A
976	N/A
977	N/A
1164	Miguel Coelho
1165	N/A
1263	N/A
1167	N/A
982	N/A
983	N/A
984	N/A
1170	Rui Pereira
1268	N/A
1078	N/A
1079	N/A
1174	N/A
1175	N/A
1273	N/A
1177	N/A
1178	N/A
1179	N/A
1180	N/A
1088	N/A
1089	N/A
1278	Augusto Santos Silva
996	N/A
998	N/A
999	N/A
1000	N/A
1001	N/A
1094	N/A
1003	N/A
1288	N/A
1289	N/A
1195	N/A
1290	N/A
1291	N/A
1292	N/A
1293	N/A
1011	N/A
1012	N/A
1013	N/A
1105	João Sande e Castro
1298	N/A
1107	N/A
1206	N/A
1019	N/A
1020	N/A
1209	N/A
1210	N/A
1307	N/A
1024	N/A
1025	N/A
1310	N/A
1120	N/A
1312	N/A
1028	Sónia Fertuzinhos
1029	N/A
1030	N/A
1221	N/A
1315	N/A
1223	N/A
1034	N/A
1317	N/A
1036	N/A
1037	N/A
1038	N/A
1132	N/A
1133	N/A
1134	N/A
1325	N/A
1326	N/A
1234	N/A
866	N/A
867	N/A
868	N/A
869	N/A
870	N/A
871	N/A
872	N/A
966	N/A
967	N/A
873	N/A
874	N/A
875	N/A
876	N/A
877	N/A
1063	João Geraldes
1066	N/A
1068	N/A
1070	N/A
1071	N/A
1264	Sérgio Sousa Pinto
1168	N/A
1169	N/A
1075	N/A
894	N/A
1162	N/A
896	N/A
1080	N/A
1081	N/A
1082	N/A
1084	Maria José Nogueira Pinto
902	N/A
903	N/A
1276	N/A
1279	João Luís Fernandes
1092	N/A
1093	N/A
1283	N/A
1284	N/A
1285	N/A
1286	N/A
1287	N/A
915	N/A
916	N/A
1098	N/A
1099	N/A
919	N/A
920	N/A
1158	N/A
921	N/A
1199	N/A
1295	N/A
1296	N/A
1203	N/A
1204	N/A
928	N/A
1205	N/A
1302	N/A
1207	N/A
1208	N/A
1353	N/A
932	N/A
1306	N/A
1308	N/A
1117	N/A
1214	N/A
1119	N/A
939	N/A
1122	N/A
1219	N/A
1124	N/A
1314	N/A
1222	N/A
947	N/A
1128	N/A
1250	N/A
1129	N/A
1130	N/A
1227	N/A
1228	N/A
1322	N/A
954	N/A
955	N/A
1135	Helena Lopes da Costa
1136	N/A
1235	N/A
1329	N/A
1330	N/A
1141	Fernando Ferreira
1143	N/A
1239	Luís Marques Guedes
1240	N/A
1241	N/A
1242	N/A
1243	N/A
1244	N/A
1342	N/A
1343	N/A
1344	N/A
968	N/A
969	N/A
1328	N/A
970	N/A
878	N/A
882	N/A
883	N/A
884	N/A
885	N/A
886	N/A
887	N/A
888	N/A
889	N/A
890	N/A
891	N/A
892	N/A
1267	N/A
1171	N/A
895	N/A
1269	N/A
1173	N/A
897	N/A
898	N/A
899	N/A
900	N/A
901	N/A
994	N/A
995	N/A
1277	N/A
1183	N/A
1184	N/A
1185	N/A
1186	N/A
1282	N/A
1002	N/A
914	N/A
1004	N/A
1005	N/A
917	N/A
918	N/A
1008	N/A
1009	N/A
922	N/A
1200	N/A
1201	N/A
1297	N/A
926	N/A
1299	N/A
930	N/A
931	N/A
933	N/A
1211	N/A
1023	Maria do Rosário Carneiro
1212	Ana Catarina Mendonça Mendes
1213	N/A
938	N/A
1216	N/A
1217	N/A
1218	N/A
943	N/A
1031	N/A
946	N/A
1033	N/A
1224	N/A
1225	N/A
1226	N/A
951	N/A
1229	N/A
1230	N/A
956	N/A
1327	N/A
958	N/A
959	N/A
1046	N/A
1331	N/A
1332	N/A
1333	N/A
1334	N/A
1335	N/A
1051	N/A
1052	N/A
1054	N/A
1247	N/A
1248	N/A
1249	N/A
1058	Bernardino Soares
1252	Luciano Gomes
1253	N/A
1350	N/A
1157	N/A
1257	N/A
971	N/A
972	N/A
881	N/A
1261	N/A
975	N/A
1067	N/A
1262	Francisco de Assis
979	N/A
981	N/A
1265	N/A
1266	N/A
1076	N/A
987	N/A
1270	Jorge Strecht
1271	N/A
1272	N/A
991	N/A
992	N/A
1274	N/A
1275	N/A
1087	N/A
904	N/A
905	N/A
906	N/A
907	N/A
908	N/A
1281	N/A
910	N/A
911	N/A
912	N/A
913	N/A
1095	N/A
1096	N/A
1097	N/A
1006	N/A
1007	N/A
1100	N/A
1101	N/A
1010	N/A
1294	N/A
923	N/A
924	N/A
925	N/A
1106	N/A
927	N/A
1301	N/A
1018	N/A
1303	N/A
1112	N/A
1305	N/A
1022	N/A
934	N/A
936	N/A
1309	N/A
1118	N/A
1311	N/A
940	N/A
1313	N/A
942	N/A
1123	N/A
944	N/A
1125	N/A
1126	N/A
1316	N/A
948	N/A
1318	N/A
1319	N/A
1320	N/A
1321	N/A
1323	N/A
1324	N/A
1042	Durval Tiago Ferreira
1043	N/A
1137	N/A
1138	N/A
1139	N/A
1140	N/A
1142	N/A
1144	N/A
1336	N/A
1337	N/A
1338	N/A
1147	António Silva Preto
1339	José Soeiro
1341	N/A
1055	N/A
1056	N/A
1057	N/A
1345	N/A
1346	N/A
1347	N/A
1348	N/A
1349	N/A
1155	N/A
1351	N/A
1156	António Galamba
1352	Paulo Portas
879	N/A
880	N/A
1064	N/A
1065	N/A
1069	N/A
980	N/A
1072	N/A
1073	N/A
1074	N/A
985	N/A
1077	N/A
1172	Maria Manuela Augusto
988	N/A
989	N/A
990	N/A
1176	N/A
993	N/A
1086	N/A
1181	N/A
1182	N/A
1090	N/A
1091	N/A
997	N/A
909	N/A
1188	N/A
1189	N/A
1190	N/A
1191	N/A
1192	N/A
1193	N/A
1194	N/A
1196	N/A
1197	N/A
1198	N/A
1102	Pedro Mota Soares
1103	N/A
1104	N/A
1202	N/A
1014	N/A
1015	N/A
1016	N/A
1017	N/A
1109	N/A
1110	N/A
1111	N/A
1021	N/A
1113	N/A
1114	N/A
1115	N/A
1116	N/A
937	N/A
1026	N/A
1027	N/A
1121	N/A
941	N/A
945	N/A
1032	N/A
1127	N/A
1035	N/A
949	N/A
950	N/A
1131	N/A
952	N/A
953	N/A
1040	N/A
1041	N/A
1232	N/A
1233	N/A
957	N/A
1044	N/A
1236	N/A
1237	N/A
1047	N/A
1238	Sérgio Vieira
1048	Altino Bessa
1049	N/A
1050	N/A
1146	N/A
1053	N/A
1340	N/A
1245	António Montalvão Machado
1246	N/A
1149	N/A
1150	N/A
1151	N/A
1152	N/A
1059	N/A
1153	N/A
1154	N/A
1254	N/A
1255	N/A
1256	N/A
1258	N/A
1259	N/A
1355	N/A
1356	N/A
1357	N/A
1358	N/A
1360	N/A
1361	N/A
1461	N/A
1463	N/A
1561	Luís Montenegro
1660	N/A
1465	N/A
1562	N/A
1563	N/A
1564	N/A
1672	N/A
1673	N/A
1578	N/A
1774	N/A
1775	N/A
1585	N/A
1684	Maria de Lurdes Ruivo
1489	N/A
1490	N/A
1686	Pedro Duarte
1780	N/A
1691	N/A
1499	N/A
1693	N/A
1694	N/A
1785	N/A
1697	N/A
1505	N/A
1506	N/A
1507	N/A
1600	Jamila Madeira
1509	N/A
1510	N/A
1511	N/A
1702	N/A
1602	N/A
1796	N/A
1797	N/A
1515	N/A
1607	N/A
1521	N/A
1522	N/A
1804	N/A
1524	N/A
1525	N/A
1526	N/A
1808	N/A
1809	N/A
1716	N/A
1812	N/A
1719	N/A
1720	N/A
1721	N/A
1618	N/A
1818	N/A
1725	N/A
1727	N/A
1728	N/A
1540	N/A
1829	N/A
1830	N/A
1960	Rosário Águas
1834	N/A
1550	N/A
1551	N/A
1635	N/A
1838	N/A
1460	N/A
1362	N/A
1363	N/A
1560	N/A
1365	Carlos Silva e Sousa
1661	N/A
1370	N/A
1371	N/A
1372	N/A
1565	N/A
1567	N/A
1764	N/A
1765	N/A
1670	N/A
1379	N/A
1571	N/A
1380	Jorge Manuel Gonçalves
1674	N/A
1769	N/A
1675	N/A
1676	N/A
1582	N/A
1583	N/A
1586	N/A
1588	N/A
1589	N/A
1590	N/A
1688	N/A
1591	N/A
1781	N/A
1782	N/A
1401	N/A
1596	N/A
1597	N/A
1788	N/A
1790	N/A
1410	Vasco Cunha
1415	N/A
1704	N/A
1420	N/A
1421	N/A
1422	N/A
1708	N/A
1801	Raúl de Almeida
1709	N/A
1710	Herculano Gonçalves
1712	N/A
1806	N/A
2032	N/A
1717	N/A
1435	José Junqueiro
1722	N/A
1439	N/A
1621	N/A
1823	N/A
1443	N/A
1622	N/A
1623	N/A
1730	N/A
1625	N/A
1445	N/A
1446	N/A
1448	N/A
1449	N/A
1961	N/A
1632	N/A
1737	N/A
1738	Pedro Alves
1459	N/A
1843	N/A
1844	N/A
1462	N/A
1364	N/A
1464	N/A
1664	N/A
1665	N/A
1373	Osvaldo de Castro
1666	Luiz Fagundes Duarte
1667	N/A
1668	N/A
1669	N/A
1475	N/A
1478	N/A
1480	N/A
1481	N/A
1482	N/A
1678	N/A
1580	N/A
1679	Renato Sampaio
1388	N/A
1487	N/A
1777	Manuel Loff
1394	N/A
1687	N/A
1397	N/A
1402	N/A
1404	N/A
1405	N/A
1406	N/A
1787	N/A
1407	N/A
1789	N/A
1791	N/A
1792	N/A
1419	N/A
1705	N/A
1799	N/A
1803	N/A
1431	N/A
1810	N/A
1528	N/A
1529	N/A
1530	António Cabeço
1534	N/A
1441	N/A
1729	N/A
1541	N/A
1731	N/A
1732	N/A
1543	N/A
1544	N/A
1545	N/A
1831	N/A
1548	N/A
1962	N/A
1835	N/A
1453	N/A
1552	N/A
1964	N/A
1839	N/A
1554	Filipe Neto Brandão
1556	Manuel Bento Pereira
1941	Ana Drago
1969	Manuela de Melo
1847	N/A
1749	N/A
1974	Ricardo Bexiga
1975	N/A
1976	N/A
1977	António Gameiro
1756	N/A
1855	N/A
1856	José Manuel Ribeiro
1987	Eduardo Cabrita
1859	N/A
1989	N/A
1990	Miguel Frasquilho
1366	N/A
1367	N/A
1368	N/A
1369	N/A
1760	N/A
1761	N/A
1374	N/A
1375	N/A
1376	N/A
1377	N/A
1378	N/A
1476	N/A
1572	N/A
1573	N/A
1574	N/A
1384	Paulo Batista Santos
1385	N/A
1386	N/A
1773	N/A
1483	N/A
1581	N/A
1484	N/A
1387	N/A
1584	José Ribeiro e Castro
1587	N/A
1395	N/A
1396	N/A
1779	N/A
1398	N/A
1497	N/A
1783	N/A
1500	N/A
1784	N/A
1503	N/A
1408	N/A
1599	N/A
1508	N/A
1414	N/A
1795	N/A
1417	N/A
1418	N/A
1516	N/A
1517	N/A
1518	N/A
1800	Miguel Capão Filipe
1802	N/A
1609	N/A
1805	N/A
1430	N/A
1613	N/A
1433	N/A
1434	N/A
1813	N/A
1531	N/A
1532	N/A
1816	N/A
1438	N/A
1535	N/A
1819	N/A
1537	Hugo Velosa
1824	N/A
1539	N/A
1825	Luís Rodrigues
1826	Joaquim Ponte
1827	N/A
1628	N/A
1631	Custódia Fernandes
1549	N/A
1633	N/A
1456	N/A
1457	N/A
1841	N/A
1557	N/A
1642	N/A
1971	N/A
1972	Alexandre Rosa
1973	Mário Mourão
1646	N/A
1978	N/A
1979	N/A
1980	N/A
1662	N/A
1663	N/A
1468	N/A
1469	N/A
1566	N/A
1568	N/A
1569	N/A
1474	N/A
1671	Maria de Belém Roseira
1383	N/A
1576	N/A
1577	N/A
1677	N/A
1485	N/A
1486	N/A
1392	N/A
1393	N/A
1494	N/A
1495	N/A
1592	Vítor Baptista
1399	N/A
1400	N/A
1498	N/A
1696	Honório Novo
1504	N/A
1598	N/A
1699	N/A
1409	N/A
1700	Vitalino Canas
1411	N/A
1412	N/A
1413	N/A
1701	N/A
1512	Mota Andrade
1603	N/A
1604	N/A
1706	N/A
1423	N/A
1424	N/A
1523	N/A
1610	N/A
1611	N/A
1527	N/A
1432	N/A
1614	N/A
1615	N/A
1436	N/A
1437	N/A
1533	N/A
1723	N/A
1724	N/A
1620	N/A
1536	N/A
1726	N/A
1442	N/A
1538	N/A
1444	N/A
1624	N/A
1542	N/A
1626	N/A
1627	N/A
1733	Luís Pedro Pimentel
1630	N/A
1963	N/A
1634	N/A
1636	N/A
1740	N/A
1638	José Luís Arnaut
1640	N/A
1558	N/A
1559	N/A
1746	N/A
1748	N/A
1751	N/A
1754	N/A
1755	N/A
1757	N/A
1758	N/A
1984	N/A
1470	N/A
1763	N/A
1472	N/A
1473	N/A
1766	N/A
1570	Ricardo Gonçalves
1768	N/A
1477	N/A
1381	Jorge Manuel Sobral
1479	N/A
1770	N/A
1771	N/A
1772	N/A
1680	N/A
1681	N/A
1682	N/A
1683	José Ribeiro
1389	N/A
1390	N/A
1391	N/A
1776	N/A
1491	N/A
1492	N/A
1493	N/A
1778	N/A
1690	N/A
1496	N/A
1692	N/A
1593	N/A
1403	N/A
1594	Maria Antónia de Almeida Santos
1502	N/A
1698	N/A
1601	N/A
1793	N/A
1794	N/A
1416	N/A
1703	João Sequeira
1514	N/A
1605	N/A
1606	N/A
1798	N/A
1707	N/A
1519	N/A
1520	N/A
1425	N/A
1426	João Lopes
1427	N/A
1428	N/A
1429	N/A
1807	N/A
1714	N/A
1612	N/A
1715	Bruno Dias
1811	N/A
1718	N/A
1616	N/A
1814	João Soares
1815	N/A
1617	N/A
1440	N/A
1619	N/A
1820	N/A
1821	N/A
1822	N/A
1447	N/A
1547	N/A
1734	N/A
1735	N/A
1736	N/A
1836	N/A
1454	N/A
1455	N/A
1965	N/A
1840	N/A
1967	N/A
1639	José Eduardo Martins
1743	Ulisses Pereira
1970	N/A
1645	N/A
1750	N/A
1647	N/A
1648	N/A
1649	N/A
1851	N/A
1852	N/A
1650	N/A
1981	N/A
1982	N/A
1652	Fernando Rosas
1985	N/A
1986	N/A
1655	Telmo Correia
1958	N/A
1629	N/A
1832	N/A
1833	N/A
1450	Helder Amaral
1451	N/A
1452	N/A
1739	N/A
1553	Teresa Venda
1458	Carlos Alberto Gonçalves
1555	N/A
1641	N/A
1846	N/A
1747	N/A
1643	José de Matos Correia
1644	N/A
1848	N/A
1849	N/A
1752	N/A
1753	N/A
1850	N/A
1853	N/A
1854	N/A
1651	Francisco Louçã
1759	N/A
1857	N/A
1858	N/A
1654	João Rebelo
1861	N/A
1863	N/A
1864	N/A
1866	N/A
1867	Vieira da Silva
1868	N/A
1869	N/A
1870	N/A
1872	N/A
1873	N/A
1874	Jorge Pereira
1875	N/A
1877	N/A
1878	N/A
1879	N/A
1880	N/A
2006	N/A
1881	N/A
1883	N/A
1884	N/A
1885	N/A
1886	N/A
1888	N/A
1889	Valter Lemos
2014	N/A
1890	N/A
1892	N/A
1893	Pedro Coimbra
1894	N/A
1895	Ângela Pinto Correia
1896	N/A
1897	Teresa Morais
1898	N/A
1899	N/A
1900	N/A
2025	N/A
2026	N/A
1901	N/A
1902	N/A
1903	N/A
1904	N/A
1907	N/A
1908	N/A
1912	N/A
1913	N/A
1914	N/A
1915	N/A
1916	N/A
1917	N/A
2039	N/A
2040	N/A
1921	N/A
2042	N/A
1922	Pedro Brandão Rodrigues
1923	Teresa Caeiro
2045	N/A
1927	N/A
2047	N/A
1928	N/A
1929	N/A
1930	N/A
1931	Rodrigo Ribeiro
1933	N/A
1934	N/A
1936	N/A
1937	N/A
1938	N/A
2057	Jorge Vultos Sequeira
1939	N/A
1940	N/A
2060	N/A
2061	José Pedro Aguiar Branco
2062	N/A
2063	N/A
2064	Jorge Costa
2065	Agostinho Branquinho
2066	N/A
2067	N/A
2068	N/A
2069	Jorge Machado
2070	N/A
2071	Miguel Santos
2072	N/A
2073	N/A
2074	N/A
2075	N/A
2076	N/A
2077	Francisco Lopes
2078	N/A
2079	N/A
2080	Hélder Guerreiro
2081	N/A
2082	N/A
2083	N/A
2084	Nuno Magalhães
2085	N/A
2086	N/A
2087	N/A
2088	N/A
2089	Helena Oliveira
2090	N/A
2091	N/A
2092	Luísa Salgueiro
2093	N/A
2094	N/A
2095	Maria José Gamboa
2096	N/A
2097	N/A
2098	Manuel Pizarro
2099	N/A
2100	N/A
2101	N/A
2102	N/A
2103	N/A
2104	Carlos Páscoa Gonçalves
2105	N/A
2106	N/A
2107	Glória Araújo
2108	André Almeida
2109	Lúcio Ferreira
2110	N/A
2210	N/A
2211	N/A
2212	Miguel Laranjeiro
2213	Isabel Coutinho
2214	Manuel Mota
2118	José Braga
2215	Nuno Sá
2310	N/A
2216	N/A
2218	N/A
2411	N/A
2412	N/A
2510	N/A
2512	N/A
2418	N/A
2323	N/A
2612	N/A
2518	N/A
2519	N/A
2327	N/A
2618	N/A
2619	N/A
2428	N/A
2622	N/A
2624	N/A
2336	N/A
2337	N/A
2236	N/A
2238	N/A
2342	N/A
2532	N/A
2345	N/A
2347	N/A
2245	Paula Nobre de Deus
2351	N/A
2540	N/A
2643	N/A
2250	Miguel Freitas
2646	N/A
2359	N/A
2361	N/A
2549	N/A
2652	N/A
2656	N/A
2258	N/A
2562	N/A
2375	N/A
2565	N/A
2378	N/A
2379	N/A
2380	N/A
2575	N/A
2387	N/A
2681	N/A
2391	N/A
2684	N/A
2685	N/A
2480	N/A
2689	N/A
2274	Silvino Lúcio
2691	N/A
2486	N/A
2487	N/A
2277	N/A
2403	N/A
2491	N/A
2493	N/A
2282	N/A
2599	N/A
2498	N/A
2812	N/A
2707	N/A
2605	N/A
2290	Miguel Botelho Barbosa
2292	N/A
2709	N/A
2295	N/A
2297	N/A
2299	N/A
2300	Ilda Maria Novo
2832	N/A
2303	N/A
2835	N/A
2925	N/A
2728	N/A
2840	N/A
2841	N/A
2846	N/A
2847	N/A
2736	N/A
2111	N/A
2112	Acácio Coelho
2113	Alcídia Lopes
2114	Emídio Guerreiro
2115	Ana Maria Rocha
2116	N/A
2117	N/A
2120	N/A
2311	N/A
2122	N/A
2410	N/A
2125	N/A
2126	Zita Seabra
2319	N/A
2320	N/A
2129	João Paulo Correia
2611	N/A
2517	N/A
2133	N/A
2617	N/A
2136	N/A
2138	N/A
2139	N/A
2526	José Alberto Lourenço
2141	N/A
2338	N/A
2527	N/A
2528	N/A
2529	N/A
2530	N/A
2343	N/A
2344	N/A
2146	N/A
2346	N/A
2439	N/A
2350	N/A
2442	N/A
2444	N/A
2355	N/A
2645	N/A
2154	N/A
2451	N/A
2363	N/A
2551	N/A
2456	Bruno Maia
2554	N/A
2367	N/A
2658	N/A
2458	N/A
2374	N/A
2376	N/A
2163	Miguel Ferreira Roquette
2165	Jorge Fão
2382	N/A
2674	N/A
2676	N/A
2576	Eduardo Teixeira
2475	N/A
2477	N/A
2683	N/A
2686	N/A
