Presidente|Presidente|Srs. Deputados, temos quórum, pelo que declaro aberta a sessão.
Presidente|Presidente|Sr. e Srs. Deputados, não havendo expediente, entramos directamente no os agendamento do CDS-PP relativo à apreciação os projectos de lei n. 180/XI (1.ª) — Segunda alteração ao Estatuto do Aluno dos Ensinos Básico e Secundário, aprovado pela Lei n.º 30/2002, de 20 de Dezembro (CDS-PP) e 191/XI (1.ª) — Segunda alteração à Lei n.º 30/2002, de 20 de Dezembro, alterada e republicada pela Lei n.º 3/2008, de 18 de Janeiro, que aprova o Estatuto do Aluno dos Ensinos Básico e Secundário (PSD).\n Para apresentar a iniciativa do CDS, tem a palavra o Sr. Deputado José Manuel Rodrigues.\n
José Manuel Rodrigues|CDS-PP|Sr. Presidente, Sr. e Srs. Deputados: Este debate demonstra que estávamos cheios de razão todos os que, no Verão de 2007, com o CDS na primeira linha de combate neste Parlamento, se opuseram ao Estatuto do Aluno proposto pelo Governo do Partido Socialista e pela então ministra Maria de Lurdes Rodrigues.\n É indiscutível que daí para cá aumentaram a indisciplina e a violência nos estabelecimentos de ensino.\n Já na altura, tal como hoje, o CDS chamou a atenção e apresentou propostas para restaurar a autoridade da escola e dos professores, para assegurar o mérito, a assiduidade e a disciplina nas escolas, para a necessidade de tirar consequências das faltas injustificadas dos alunos, para simplificar o regime sancionatório e agilizar os processos disciplinares, para a urgência em prevenir a indisciplina e os actos violentos por via da criação de equipas multidisciplinares e, finalmente, para a premência de reforçar a responsabilização dos encarregados de educação e das famílias.\n Na altura, em 2007, o CDS «pôs o dedo na ferida»: não se usa o Estatuto do Aluno onde se deve tratar com rigor da autoridade de quem ensina e da assiduidade de quem aprende, para promover um sucesso escolar aparente. Foi esse o erro nuclear do Estatuto que hoje começamos a rever: eliminar a diferença entre faltas justificadas e injustificadas para conseguir passar administrativamente o máximo de alunos, tantas vezes com sacrifício do mérito e em desprezo da assiduidade!
|CDS-PP|*** Aplausos ***
||Na altura, a maioria absoluta garantia que a proposta do Governo era excelente, pois iria restituir autoridade às escolas e aos professores e aumentar a exigência para os alunos.\n Chegou-se a proclamar, neste Parlamento, que o novo Estatuto do Aluno tinha «a marca incontornável do Partido Socialista». Permitam-me a ironia escolar: vamos ter de usar a borracha para apagar os erros que então denunciámos que a nova Ministra da Educação já reconheceu.\n
|CDS-PP|*** Aplausos ***
||O Estatuto do Aluno e o Estatuto da Carreira Docente e o modo de avaliação dos mesmos são, realmente, marcas de um ciclo de conflitos, que é deveras necessário ultrapassar.\n As políticas de educação da suposta esquerda moderna do PS conduziram à desautorização dos professores e à desresponsabilização dos alunos.\n Quanto à esquerda da esquerda, essa, em 2007, dizia neste Parlamento — não acredito que o digam hoje — que estávamos perante uma «deriva autoritária» e que «os direitos dos alunos e dos seus encarregados de educação encontram-se perigosamente desprotegidos» no Estatuto. Que deriva autoritária? O que se vive nas escolas é uma desmotivação da autoridade!
|CDS-PP|*** Aplausos ***
||Afinal, nem a «esquerda moderna» nem a «velha esquerda» tinham razão, como os factos o demonstram — e todos temos de aprender com as lições da experiência! O Estatuto do Aluno de 2007, como o CDS anteviu, foi um fracasso!! Sr. Presidente, Sr. e Srs. Deputados: Falemos então do futuro, que é o que mais interessa, e é exactamente por isso que estamos a discutir a revisão do Estatuto do Aluno, por proposta do CDS — uma exigência da comunidade escolar e da sociedade portuguesa! Sabemos que a indisciplina e a violência escolar não se resolvem por decreto, mas, também, sabemos que, quando a lei é permissiva, a tendência para a infracção é maior e que, sobretudo, esse é um péssimo sinal para os transgressores e um mau incentivo para quem é cumpridor dos seus direitos e deveres.\n É por isso que aqui estamos, com as nossas propostas, a combater por uma escola dignificada, que premeie o trabalho, o esforço, a assiduidade e o mérito e que seja dissuasora da indisciplina, da violência, do absentismo e do insucesso escolar.\n
|CDS-PP|*** Aplausos ***
||Em primeiro lugar, o CDS quer uma efectiva protecção da autoridade dos professores na escola. Protegese, através desta revisão, a autoridade dos professores nos domínios pedagógico, científico, organizacional e de formação cívica.\n Define-se que a autoridade do professor se exerce dentro e fora da sala de aula, face ao aluno, como face a todos os membros da comunidade educativa.\n Consideram-se condutas censuradas e sujeitas a medida disciplinar sancionatória a prática de actos violentos que atentem contra a integridade física, moral ou patrimonial dos professores.\n
|CDS-PP|*** Aplausos ***
