||- Quinta-feira, 15 de Abril de 2010 I Série — Número 44\n\nXI LEGISLATURA 1.ª SESSÃO LEGISLATIVA (2009-2010)\n\nREUNIÃO PLENÁRIA DE 14 DE ABRIL DE 2010\n\nPresidente: Ex.mo Sr. Jaime José Matos da Gama\n\nSecretários: Ex.mos Srs. Maria Celeste Lopes da Silva Correia\nAbel Lima Baptista\nPedro Filipe Gomes Soares\n\nSUMÁRIO  O Sr. Presidente declarou aberta a sessão às 15 horas e 12 minutos.\nDeu-se conta da entrada na Mesa da proposta de resolução n.º 11/XI (1.ª), dos projectos de lei n.os 206 a 213/XI (1.ª), das apreciações parlamentares n.os 26 e 27/XI (1.ª) e dos projectos de resolução n.os 102 e 106 a 109/XI (1.ª), bem como da retirada do projecto de resolução n.º 8/XI (1.ª).\nO Sr. Presidente deu conta à Assembleia de que exprimiu condolências pela morte do Presidente da Polónia, Lech Kaczynski, de vários parlamentares e de altas individualidades daquele país na sequência de um acidente de aviação na Rússia, e que subscreveu o livro de condolências na Embaixada da Polónia em Lisboa.\nFoi discutido, na generalidade, o projecto de lei n.º 116/XI (1.ª) — Altera o regime de tributação das maisvalias em IRS (BE). Intervieram, a diverso título, os Srs. Deputados Francisco Louçã (BE), Assunção Cristas (CDSPP), João Galamba (PS), Honório Novo (PCP), José Gusmão (BE), Victor Baptista (PS), Paulo Batista Santos (PSD), Cecília Honório (BE), Duarte Pacheco (PSD) e Francisco de Assis (PS).\nO Sr. Presidente encerrou a sessão eram 17 horas e 2 minutos.|statement
Presidente|Presidente|Srs. Deputados, temos quórum, pelo que está aberta a sessão.\n\nEram 15 horas e 12 minutos.\n\nDeputados presentes à sessão:\n\nPartido Socialista (PS):\nAcácio Santos da Fonseca Pinto\nAlberto Bernardes Costa\nAna Catarina Veiga Santos Mendonça Mendes\nAna Paula Mendes Vitorino\nAnabela Gaspar de Freitas\nAntónio Alves Marques Júnior\nAntónio José Martins Seguro\nAntónio Ramos Preto\nArtur Miguel Claro da Fonseca Mora Coelho\nAurélio Paulo da Costa Henriques Barradas\nCarlos Filipe de Andrade Neto Brandão\nCatarina Marcelino Rosa da Silva\nDefensor Oliveira Moura\nDeolinda Isabel da Costa Coutinho\nEduardo Arménio do Nascimento Cabrita\nEurídice Maria de Sousa Pereira\nFernando Manuel de Jesus\nFrancisco José Pereira de Assis Miranda\nFrederico de Oliveira Castro\nHorácio André Antunes\nInês de Saint-Maurice de Esteves de Medeiros Vitorino de Almeida\nJaime José Matos da Gama\nJamila Bárbara Madeira e Madeira\nJorge Filipe Teixeira Seguro Sanches\nJorge Manuel Capela Gonçalves Fão\nJorge Manuel Gouveia Strecht Ribeiro\nJorge Manuel Rosendo Gonçalves\nJosé Albano Pereira Marques\nJosé Carlos Bravo Nico\nJosé Duarte Piteira Rica Silvestre Cordeiro\nJosé Eduardo Vera Cruz Jardim\nJosé João Pinhanços de Bianchi\nJosé Manuel Pereira Ribeiro\nJosé Miguel Abreu de Figueiredo Medeiros\nJosé Rui Alves Duarte Cruz\nJoão Barroso Soares\nJoão Miguel de Melo Santos Taborda Serrano\nJoão Paulo Feteira Pedrosa\nJoão Paulo Moreira Correia\nJoão Pedro de Aleluia Gomes Sequeira\nJoão Raul Henriques Sousa Moura Portugal\nJoão Saldanha de Azevedo Galamba\nJúlio Francisco Miranda Calha\nLuiz Manuel Fagundes Duarte|president
||- Luís Afonso Cerqueira Natividade Candal\nLuís António Pita Ameixa\nLuís Miguel Morgado Laranjeiro\nLuís Miguel Soares de França\nLuís Paulo Costa Maldonado Gonelha\nLuísa Maria Neves Salgueiro\nLúcio Maia Ferreira\nManuel António Gonçalves Mota da Silva\nManuel José de Faria Seabra Monteiro\nMarcos Sá Rodrigues\nMaria Antónia Moreno Areias de Almeida Santos\nMaria Celeste Lopes da Silva Correia\nMaria Custódia Barbosa Fernandes Costa\nMaria Helena Figueiredo de Sousa Rebelo\nMaria Hortense Nunes Martins\nMaria Isabel Solnado Porto Oneto\nMaria José Guerra Gamboa Campos\nMaria Luísa de Jesus Silva Vilhena Roberto Santos\nMaria Manuela de Almeida Costa Augusto\nMaria Manuela de Macedo Pinho e Melo\nMaria Odete da Conceição João\nMaria da Conceição Guerreiro Casa Nova\nMaria de Belém Roseira Martins Coelho Henriques de Pina\nMaria de Lurdes Ruivo\nMaria do Rosário Lopes Amaro da Costa da Luz Carneiro\nMiguel João Pisoeiro de Freitas\nMiguel de Matos Castanheira do Vale de Almeida\nMário Joaquim da Silva Mourão\nNuno André Araújo dos Santos Reis e Sá\nNuno Miguel da Costa Araújo\nOsvaldo Alberto Rosário Sarmento e Castro\nPaulo Alexandre de Carvalho Pisco\nPedro Manuel Farmhouse Simões Alberto\nRenato Luís de Araújo Forte Sampaio\nRicardo Manuel Ferreira Gonçalves\nRicardo Manuel de Amaral Rodrigues\nRosa Maria da Silva Bastos da Horta Albernaz\nRosalina Maria Barbosa Martins\nRui José Prudêncio\nRui José da Costa Pereira\nSofia Isabel Diniz Pereira Conde Cabral\nSérgio Paulo Mendes de Sousa Pinto\nSónia Ermelinda Matos da Silva Fertuzinhos\nTeresa Maria Neto Venda\nTeresa do Rosário Carvalho de Almeida Damásio\nVitalino José Ferreira Prova Canas\nVictor Manuel Bento Baptista\nVítor Manuel Brandão de Sousa Fontes\n\nPartido Social Democrata (PSD):\nAdriano Rafael de Sousa Moreira|statement
||- Adão José Fonseca Silva\nAgostinho Correia Branquinho\nAmadeu Albertino Marques Soares Albergaria\nAntonieta Paulino Felizardo Guerreiro\nAntónio Alfredo Delgado da Silva Preto\nAntónio Carlos Sousa Gomes da Silva Peixoto\nAntónio Cãndido Monteiro Cabeleira\nAntónio Egrejas Leitão Amaro\nAntónio Fernando Couto dos Santos\nAntónio Joaquim Almeida Henriques\nArménio dos Santos\nCarina João Reis Oliveira\nCarla Maria Gomes Barros\nCarla Maria de Pinho Rodrigues\nCarlos Alberto Silva Gonçalves\nCarlos António Páscoa Gonçalves\nCarlos Henrique da Costa Neves\nCarlos Manuel Faia São Martinho Gomes\nCeleste Maria Reis Gaspar dos Santos Amaro\nCristóvão da Conceição Ventura Crespo\nDuarte Rogério Matos Ventura Pacheco\nEmídio Guerreiro\nFernando Mimoso Negrão\nGuilherme Henrique Valente Rodrigues da Silva\nHugo José Teixeira Velosa\nIsabel Maria Nogueira Sequeira\nJoaquim Carlos Vasconcelos da Ponte\nJorge Cláudio de Bacelar Gouveia\nJorge Fernando Magalhães da Costa\nJosé Alberto Nunes Ferreira Gomes\nJosé Eduardo Rego Mendes Martins\nJosé Luís Fazenda Arnaut Duarte\nJosé Manuel Marques de Matos Rosa\nJosé Manuel de Matos Correia\nJosé Mendes Bota\nJosé Pedro Correia de Aguiar Branco\nJosé de Almeida Cesário\nJosé Álvaro Machado Pacheco Pereira\nJoão Bosco Soares Mota Amaral\nJoão Carlos Figueiredo Antunes\nJoão José Pina Prata\nLuís António Damásio Capoulas\nLuís Filipe Alexandre Rodrigues\nLuís Filipe Montenegro Cardoso de Morais Esteves\nLuís Filipe Valenzuela Tavares Menezes Lopes\nLuís Maria de Barros Serra Marques Guedes\nLuís Pedro Machado Sampaio de Sousa Pimentel\nLuís Álvaro Barbosa de Campos Ferreira\nManuel Filipe Correia de Jesus\nMargarida Rosa Silva de Almeida\nMaria Clara de Sá Morais Rodrigues Carneiro Veríssimo\nMaria Francisca Fernandes Almeida|statement
||- Maria Helena Passos Rosa Lopes da Costa\nMaria José Pinto da Cunha Avilez Nogueira Pinto\nMaria Luísa Roseira da Nova Ferreira de Oliveira Gonçalves\nMaria Manuela Dias Ferreira Leite\nMaria Paula da Graça Cardoso\nMaria Teresa Machado Fernandes\nMaria Teresa da Silva Morais\nMaria das Mercês Gomes Borges da Silva Soares\nMaria do Rosário da Silva Cardoso Águas\nMiguel Bento Martins da Costa de Macedo e Silva\nNuno Miguel Pestana Chaves e Castro da Encarnação\nPaulo César Lima Cavaleiro\nPaulo Jorge Frazão Batista dos Santos\nPedro Augusto Lynce de Faria\nPedro Manuel Tavares Lopes de Andrade Saraiva\nPedro Miguel de Azeredo Duarte\nPedro Nuno Mazeda Pereira Neto Rodrigues\nRaquel Maria Martins de Oliveira Gomes Coelho\nTeresa de Jesus Costa Santos\nUlisses Manuel Brandão Pereira\nVasco Manuel Henriques Cunha\nVânia Andrea de Castro Jesus\n\nPartido Popular (CDS-PP):\nAbel Lima Baptista\nAltino Bernardo Lemos Bessa\nArtur José Gomes Rêgo\nFilipe Tiago de Melo Sobral Lobo D' Ávila\nJosé Duarte de Almeida Ribeiro e Castro\nJosé Helder do Amaral\nJosé Manuel de Sousa Rodrigues\nJoão Manuel de Serpa Oliva\nJoão Rodrigo Pinho de Almeida\nLuís Pedro Russo da Mota Soares\nMaria de Assunção Oliveira Cristas Machado da Graça\nMichael Lothar Mendes Seufert\nNuno Miguel Miranda de Magalhães\nPaulo Sacadura Cabral Portas\nPedro Manuel Brandão Rodrigues\nRaúl Mário Carvalho Camelo de Almeida\nTelmo Augusto Gomes de Noronha Correia\nTeresa Margarida Figueiredo de Vasconcelos Caeiro\n\nBloco de Esquerda (BE):\nAna Isabel Drago Lobato\nCatarina Soares Martins\nFernando José Mendes Rosas\nFrancisco Anacleto Louçã\nHeitor Nuno Patrício de Sousa e Castro\nHelena Maria Moura Pinto|statement
||José Borges de Araújo de Moura Soeiro\nJosé Guilherme Figueiredo Nobre de Gusmão\nJosé Manuel Marques da Silva Pureza\nJoão Pedro Furtado da Cunha Semedo\nLuís Emídio Lopes Mateus Fazenda\nMaria Cecília Vicente Duarte Honório\nMariana Rosa Aiveca Ferreira\nPedro Filipe Gomes Soares\nPedro Manuel Bastos Rodrigues Soares\nRita Maria Oliveira Calvário\n\nPartido Comunista Português (PCP):\nAgostinho Nuno de Azevedo Ferreira Lopes\nAntónio Filipe Gaião Rodrigues\nArtur Jorge da Silva Machado\nBernardino José Torrão Soares\nBruno Ramos Dias\nFrancisco José de Almeida Lopes\nJerónimo Carvalho de Sousa\nJosé Honório Faria Gonçalves Novo\nJoão Guilherme Ramos Rosa de Oliveira\nMiguel Tiago Crispim Rosado\nPaula Alexandra Sobral Guerreiro Santos Barbosa\nRita Rato Araújo Fonseca\n\nPartido Ecologista «Os Verdes» (PEV):\nHeloísa Augusta Baião de Brito Apolónia\nJosé Luís Teixeira Ferreira\n\nPresidente: - Sr.as e Srs. Deputados, a Sr.ª Secretária vai proceder à leitura do expediente.|statement
Celeste Correia|Secretário|Sr. Presidente, Srs. Deputados e Sr.as Deputadas, deram entrada na Mesa, e foram admitidas, as seguintes iniciativas legislativas: proposta de resolução n.º 11/XI (1.ª) — Aprova a Convenção sobre a Circulação Rodoviária adoptada em Viena, a 8 de Novembro de 1968, que baixou à 2.ª Comissão; projectos de lei n.os 206/XI (1.ª) — Clarificação das situações em que uma autorização de um medicamento para uso humano pode ser indeferida, suspensa, revogada ou alterada (BE), que baixou à 10.ª Comissão, 207/XI (1.ª) — Implementação de medidas para diminuir o tempo de decisão sobre pedidos de preço e de comparticipação de medicamentos genéricos (BE), que baixou à 10.ª Comissão, 208/XI (1.ª) — Dispõe sobre a denominação de bens públicos e outros, proibindo a sua atribuição a pessoa viva (PS), que baixou à 13.ª Comissão, 209/XI (1.ª) — Tributa as mais-valias mobiliárias de qualquer origem e natureza, independentemente do tempo de detenção do património, alterando o Código do Imposto sobre o Rendimento das Pessoas Singulares, aprovado pelo Decreto-Lei n.º 442-A/88, de 30 de Novembro, e o Estatuto dos Benefícios Fiscais, aprovado pelo Decreto-Lei n.º 215/89, de 1 de Julho (PCP), que baixou à 5.ª Comissão, 210/XI (1.ª) — Segunda alteração ao Decreto-Lei n.º 214/2008, de 10 de Novembro, de modo a prorrogar os prazos de classificação e regularização das explorações pecuárias no âmbito do regime de exercício da actividade pecuária e suspensão de taxas (CDS-PP), que baixou à 7.ª Comissão, 211/XI (1.ª) — Programa de gestão ambiental dos campos de golfe (Os Verdes), que baixou às 6.ª e 12.ª Comissões, 212/XI (1.ª) — Altera o Código de Execução de Penas e Medidas Privativas da Liberdade (Lei n.º 115/2009, de 12 de Outubro) (CDS-PP), que baixou à 1.ª Comissão, e 213/XI (1.ª) — Regularização de trabalhadores imigrantes e menores nascidos em Portugal ou a frequentar o sistema de ensino (BE), que baixou à 1.ª Comissão; apreciações|secretary
||- parlamentares n.os 26/XI (1.ª) — Relativa ao Decreto-Lei n.º 29/2010, de 1 de Abril, que prorroga até 31 de Dezembro de 2010 a aplicação das medidas excepcionais de contratação pública, permitindo a adopção do procedimento de ajuste directo para a celebração de contratos de empreitada de obras públicas, de locação ou aquisição de bens móveis e de aquisição de serviços, no âmbito da prossecução do objecto da Parque Escolar, E. P. E., alterando o Decreto-Lei n.º 34/2009, de 6 de Fevereiro (PCP) e 27/XI (1.ª) — Relativa ao Decreto-Lei n.º 29/2010, de 1 de Abril, que prorroga até 31 de Dezembro de 2010 a aplicação das medidas excepcionais de contratação pública, permitindo a adopção do procedimento de ajuste directo para a celebração de contratos de empreitada de obras públicas, de locação ou aquisição de bens móveis e de aquisição de serviços, no âmbito da prossecução do objecto da Parque Escolar, E. P. E., alterando o DecretoLei n.º 34/2009, de 6 de Fevereiro (BE); e projectos de resolução n.os 102/XI (1.ª) — Abertura da Base Aérea de Monte Real (BA5) à aviação civil (PS, PSD, CDS-PP, BE e PCP), que baixou à 3.ª Comissão, 106/XI (1.ª) — Recomenda ao Governo a suspensão do processo de requalificação das urgência (PSD), que baixou à 10.ª Comissão, 107/XI (1.ª) — Recomenda ao Governo a manutenção em actividade do serviço de finanças Viseu II (PSD e CDS-PP), que baixou à 5.ª Comissão, 108/XI (1.ª) — Recomenda ao Governo que simplifique, agilize e apoie as explorações pecuárias quanto ao regime de exercício da actividade pecuária (CDS-PP), que baixou à 7.ª Comissão, e 109/XI (1.ª) —Recomenda ao Governo que proceda à suspensão imediata do encerramento dos Serviços de Atendimento Permanente (SAP) de Arcos de Valdevez, Melgaço, Paredes de Coura e Valença do Minho (CDS-PP).\nInformo, ainda, que o projecto de resolução n.º 8/XI (1.ª) — Recomenda ao Governo que tome as medidas urgentes para incluir nas bases de dados do IEFP e do MTSS o estado civil do desempregado, ou situação equiparada, de forma a que se possa saber quantos membros do mesmo agregado familiar se encontram em situação de desempregado (CDS-PP), foi retirado a pedido do CDS-PP.\nÉ tudo, Sr. Presidente.|statement
Presidente|Presidente|Sr.as e Srs. Deputados, antes de passarmos ao ponto central da nossa ordem do dia, gostava de informar que, em vosso nome, atento à consternação sobre o que se passou na Polónia em relação ao seu Presidente, a vários parlamentares e a altas individualidades do país, exprimi as condolências do Parlamento português, por telegrama, aos Presidentes da Câmara dos Deputados e do Senado e subscrevi o livro de condolências da Embaixada da Polónia em Lisboa e que amanhã teremos oportunidade de nos debruçar sobre um voto de pesar e de respeitar 1 minuto de silêncio.\nSrs. Deputados, a ordem do dia de hoje é totalmente preenchida por um agendamento potestativo do Bloco de Esquerda, a saber, a discussão, na generalidade, do projecto de lei n.º 116/XI (1.ª) — Altera o regime de tributação das mais-valias em IRS (BE).\nPara apresentar o diploma, tem a palavra o Sr. Deputado Francisco Louçã.|president
Francisco Louçã|BE|Sr. Presidente, Sr.as e Srs. Deputados: A Comissão Europeia notificou hoje Portugal do projecto de resolução a respeito do Programa de Estabilidade e Crescimento (PEC), apresentado pelo Governo.\nSegundo a Comissão Europeia, este projecto de Programa de Estabilidade e Crescimento inclui riscos assinaláveis e, no seu parecer, chega mesmo ao ponto de dizer que poderão ser necessárias medidas suplementares de consolidação orçamental, em especial para o corrente ano de 2010.\nQuer o Bloco de Esquerda sublinhar que, há um mês, Durão Barroso, Presidente da Comissão, chamava a este Programa de Estabilidade e Crescimento para 2010-2013 «credível, ambicioso e exequível». A opinião do Bloco de Esquerda é que este Programa não é credível, falta-lhe ambição económica, e que o que é exequível é, normalmente, prejudicial.\nO que torna este Programa mais perigoso é, certamente, aquilo que a Comissão Europeia quer ainda agravar: as privatizações, que são economicamente desastrosas e incompetentes para conter o aumento da dívida pública; o ataque às prestações sociais, em particular ao subsídio de desemprego; o congelamento de salários; e uma política fiscal contra os trabalhadores e contra a classe média.\nMas, registando estas características do Programa de Estabilidade e Crescimento, não nos escapa, como não escapa ao País, Sr.as e Srs. Deputados, que a Comissão Europeia vem pressionar o Governo, esteParlamento e a economia portuguesa para tomar medidas adicionalmente gravosas do ponto de vista da desigualdade.\nEsta é mais uma razão para que o agendamento potestativo do Bloco de Esquerda sobre a tributação a respeito das mais-valias seja um momento definidor do debate deste Parlamento.\nAinda antes de entrar em vigor uma única medida do Programa de Estabilidade e Crescimento, o Bloco de Esquerda traz aqui uma correcção essencial, uma medida que, embora prometida, não era cumprida pela política proposta pelo Governo. E, portanto, antes mesmo de o ser, já queremos corrigir o PEC, e é na justiça fiscal que essa correcção deve começar.\nNa verdade, Sr.as e Srs. Deputados, constatamos que a tributação sobre as mais-valias tem uma longuíssima história de debate neste Parlamento. E vale a pena lembrá-la no momento em que nos aproximamos do dia em que, finalmente, essa tributação justa possa vir a ser aprovada. Porque, na verdade, ela, um dia, já foi aprovada. Foi aprovada no ano 2000, numa reforma fiscal decidida com os votos à esquerda neste Parlamento.\nQuero dizer-vos, Sr.as e Srs. Deputados, um número que bem conhecem: se, desde o ano 2000, essa lei estivesse estado em aplicação, como foi vontade da Câmara, então, ter-nos-íamos aproximado de 1500 milhões de euros cobrados nestes 10 anos. Sr.as e Srs. Deputados, 1500 milhões de euros é o total do gasto público em todos os hospitais que estão a ser construídos. Com essa tributação justa, mínima, elementar e de uma democracia decente, não seria necessário, para construir estes hospitais, estar a pagar, durante 30 anos, a consórcios de construtores e de promotores da saúde privada a gestão, a manutenção e a administração de todos os hospitais públicos que vão ser construídos. Teríamos poupado esses gastos durante 30 anos com essa tributação elementar.\nMas quis o governo de então, o governo de António Guterres, no mesmo momento em que aprovava esta lei, dar imediatamente o sinal de que ela não devia ser aplicada. Em 2000 foi votada e, no Orçamento do Estado aprovado no final de 2001, uns meses depois, foi imediatamente suspensa.\nManda a verdade dizer que o PSD e o CDS, que chegaram ao governo em Março de 2002, três meses depois desta suspensão pela vontade do Partido Socialista, tomaram como primeira medida do seu governo, repito, como primeira medida do seu governo, revogar completamente a tributação sobre as mais-valias. E aconteceu, então, o facto espantoso de o Partido Socialista, num dia, votar contra a reposição dessa taxa e, no dia seguinte, votar contra a revogação da taxa que queriam impedir que viesse a ser reposta. Em dois dias diferentes, o Partido Socialista — aliás, com a abstenção do hoje ministro Jorge Lacão e de outros Deputados do Partido Socialista — votou de duas formas completamente diferentes. Não queria a taxa, mas queria mantê-la suspensa; não queria que fosse revogada, não para que ela fosse aplicada, mas, sim, para que se mantivesse suspensa.\nNa verdade, desde então, sucessivas propostas do Bloco de Esquerda, tal como do PCP, foram apresentadas nesta Assembleia e sempre recusadas pela coligação PS/PSD/CDS. E nunca voltou a haver uma tributação mínima sobre as mais-valias de duração de mais de um ano.\nA explicação para esta decisão foi sempre a das condições do mercado. Vale a pena, Sr.as e Srs. Deputados, olharmos com atenção para as condições do mercado. Porque o Primeiro-Ministro, José Sócrates, apesar de ter inscrito esta medida no Programa do Governo, respondia ao Bloco de Esquerda, no dia 30 de Janeiro deste ano, portanto, há dois meses: «Sr. Deputado, considero que seria um erro, no momento em que os capitais estão a recuperar, mexer nessas mais-valias». Isto foi dito em 30 de Janeiro. Há 15 dias, ou seja, em 31 de Março, nesta Assembleia, o Primeiro-Ministro veio dizer: «Tributação sobre as mais-valias só no momento oportuno, quando os mercados financeiros estabilizarem».\nPois os mercados financeiros não estabilizaram, não estabilizam e nunca estabilizarão. Na verdade, desde o princípio deste ano até agora, o PSI20, que é o índice dos mercados financeiros em Portugal, caiu 3%, ou seja, os mercados financeiros continuam a cair, portanto, não há qualquer estabilização. E nunca deverá ser por razões da flutuação dos mercados financeiros que uma lei de justiça fiscal deve ser condicionada.\nNa verdade, se assim fosse, Sr.as e Srs. Deputados, por que é que durante 10 anos, em que há três anos de queda da Bolsa e sete anos de crescimento da Bolsa, em nenhum dos anos do crescimento foi imposta esta lei? Como é que em 2009, em que a Bolsa subiu 30%, o Primeiro-Ministro ainda nos veio dizer que era um erro tributar as mais-valias porque os mercados ainda precisam de recuperar?A única razão para que hoje possa haver uma maioria — e é uma grande maioria nesta Assembleia da República! — para aprovar a proposta que o Bloco de Esquerda traz para a tributação das mais-valias, é exclusivamente política, como sempre tinha de ser.\nÉ preciso, agora, respeitar os cidadãos e respeitar quem paga imposto pelo seu trabalho e que não pode aceitar que quem tem rendimentos de uma especulação na Bolsa ou de um jogo de capitais possa ser isento dessa mesma tributação.\nO milagre, aqui, não é a estabilização do mercado de capitais, é simplesmente o efeito mágico que tem de ser agendada para votação uma lei que os portugueses não aceitariam que fosse rejeitada.\nHá, evidentemente, uma razão essencial nessa justiça, que é o facto de que se a lei entrar em vigor na segunda metade deste ano, ela já em metade do ano de 2010 pode trazer rendimentos da ordem de 100 milhões de euros e, nos próximos três anos — contas do Governo —, 750 milhões de euros de imposto, o que é justo.\nPor isso, Sr.as e Srs. Deputados, registando a posição de todas as bancadas e com a certeza de que agora começa a virar uma página nestes 10 anos de resistência fanática contra uma tributação de justiça e de democracia, o Bloco de Esquerda, ao trazer esta proposta, ao trazer este assunto a debate ao Parlamento e ao abrir a possibilidade de uma votação que traz uma tributação de justiça para mais transparência, para mais seriedade e para mais compromisso democrático, assinala que hoje começa uma mudança essencial onde tem havido das piores resistências.\nOnde houve até agora a injustiça fiscal e a defesa da injustiça fiscal, agora começará um combate vitorioso pela justiça e pela afirmação de uma tributação decente.|mp
