Presidente|Presidente|Srs. Deputados, temos quórum, pelo que está aberta a sessão.
Presidente|Presidente|Sr.\nexpediente.\n e Srs. Deputados, antes de mais, peço à Sr.ª Secretária que dê conta do
Secretária|Celeste Correia|Sr. Presidente, Sr. e Srs. Deputados, deram entrada na Mesa, e foram admitidas, as seguintes iniciativas legislativas: projecto de resolução n.º 93/XI (1.ª) — Recomenda ao Governo medidas de intervenção no sistema de ensino público no sentido do combate à violência em contexto escolar e do reforço da escola inclusiva e democrática (PCP), que baixou à 8.ª Comissão; e projectos de lei os n. 182/IX (1.ª) — Estabelece um aumento dos apoios a conceder no âmbito da acção social escolar aos alunos dos ensinos básico e secundário (PCP), que baixou à 8.ª Comissão, e 183/IX (1.ª) — Segunda alteração à Lei n.º 30/2002, de 20 de Dezembro, que aprova o Estatuto do Aluno do Ensino Básico e Secundário, alterada pela Lei n.º 3/2008, de 18 de Janeiro (PCP), que baixou à 8.ª Comissão.\n
Presidente|Presidente|Sr. e Srs. Deputados, a nossa ordem do dia de hoje é constituída pela apreciação do Programa de Estabilidade e Crescimento 2010-2013 e haverá, no final do debate, a votação de projectos de resolução e também votações regimentais.\n Pediram a palavra, para interpelar a Mesa, os Srs. Deputados Bernardino Soares e José Manuel Pureza.\n Tem a palavra o Sr. Deputado Bernardino Soares.\n
Bernardino Soares|PCP|Sr. Presidente, a minha interpelação é sobre a condução dos trabalhos.\n Sr. Presidente, interpelo a Mesa para manifestar uma enorme estranheza pelo facto de o Sr. PrimeiroMinistro não estar presente neste debate.\n
|PS|*** Protestos ***
Bernardino Soares|PCP|Bem sei que é o Governo que decide quem intervém e quem compõe a sua bancada em cada debate e em cada momento, mas parece-me totalmente inapropriado que, no dia em que se vai discutir um programa de estabilidade e crescimento que o Governo pretende aplicar nos próximos anos e que, a ser aplicado, vai condicionar fortemente o nosso País e a vida de todos os portugueses, o Sr. Primeiro-Ministro não esteja presente, pelo menos neste debate.\n
Vozes do PCP|PCP|Muito bem!
Bernardino Soares|PCP|Sei que há Conselho Europeu, Sr. Presidente, mas sei também que teria sido possível ao Governo aceitar e propor o agendamento deste debate para um dia em que o PrimeiroMinistro pudesse estar presente para dar aqui a cara, perante a Assembleia da República e perante os portugueses, pelas malfeitorias que quer incluir no Programa de Estabilidade e Crescimento.\n
|Verdes|*** Aplausos ***
Presidente|Presidente|Tem a palavra, também para interpelar a Mesa, o Sr. Ministro dos Assuntos Parlamentares.\n
Ministro dos Assuntos Parlamentares|Ministro|Sr. Presidente, pedi a palavra para, interpelando a Mesa, poder tornar ciente perante a Câmara que o Sr. Primeiro-Ministro tem um compromisso com o Conselho Europeu, para o qual teve de se dirigir depois da reunião do Conselho de Ministros desta manhã, e esse é um motivo mais do que justificado, face às responsabilidades do Governo português no quadro da União Europeia.\n Sr. Presidente, Sr. e Srs. Deputados, bastará olhar para a representação do Governo nesta bancada para todos poderem compreender a elevada relevância com que o Governo assume o debate que, em torno do Programa de Estabilidade e Crescimento, se vai travar nesta Câmara.\n
|PS|*** Aplausos ***
Presidente|Presidente|Tem a palavra o Sr. Deputado José Manuel Pureza.
José Manuel Pureza|BE|Sr. Presidente, Sr. e Srs. Deputados, concordando com o sentido da interpelação anterior, queria também interpelar a Mesa na exacta medida em que acabámos de ser informados (há pouco tempo), pelos meios de comunicação social, que o projecto de resolução a respeito do Programa de Estabilidade e Crescimento que ontem foi distribuído foi, segundo palavras da Sr.ª Deputada Manuela Ferreira Leite, «objecto de alterações substanciais».\n Creio que, nesse sentido, isso faz adivinhar que se materializará nesta sessão a advertência que o Sr.\n Primeiro-Ministro tinha feito de que estava em curso em Portugal a formação de uma «santa aliança».\n
Vozes do BE|BE|Muito bem!
José Manuel Pureza|BE|É nesse sentido, Sr. Presidente, que gostava de interpelar a Mesa para que rapidamente seja distribuído aos grupos parlamentares o novo projecto de resolução, estando da nossa parte disponíveis para uma interrupção dos trabalhos até que tal seja possível.\n
|BE|*** Aplausos ***
Presidente|Presidente|Sr. Deputado José Manuel Pureza, o Grupo Parlamentar do PS, através do seu líder, indicou que iria apresentar o mais breve possível um projecto de substituição…
Luís Fazenda|BE|Mas quando?!
Presidente|Presidente|… e, portanto, ele será entregue o mais rapidamente possível.\nO debate é essencialmente — é esse o único ponto da ordem do dia — a discussão do Programa de Estabilidade e Crescimento 2010-2013, e esse não foi substituído. Os projectos de resolução são sempre adaptáveis e aquele a que se refere será oportunamente distribuído e imediatamente divulgado a todas as bancadas.\n Também para interpelar a Mesa, tem a palavra o Sr. Deputado Agostinho Branquinho.\n
Agostinho Branquinho|PSD|Sr. Presidente, pedindo antecipadamente desculpa do estado semiafónico em que me encontro, queria dizer à Mesa, através de V. Ex.ª, que o Partido Social Democrata, na última Conferência de Líderes, solicitou a V. Ex.ª e a todos os grupos parlamentares o adiamento desta discussão e, nessa altura, o Partido Socialista e o Governo manifestaram-se frontalmente contra esse adiamento.\n
Horácio Antunes|PS|E muito bem!
Agostinho Branquinho|PSD|É de realçar que pensávamos que não permitiram esse adiamento porque queriam que o Sr. Primeiro-Ministro aqui estivesse. Já no passado, muitas vezes, a bancada socialista se opôs de forma frontal à ausência de membros do Governo com especiais responsabilidades nas matérias em discussão.\n É lamentável que o Sr. Primeiro-Ministro, o Governo e a bancada do Partido Socialista não tenham acedido à nossa pretensão e que hoje tenhamos de fazer este debate, obviamente com a presença do Sr. Ministro das Finanças, mas sem a presença do Sr. Primeiro-Ministro.\n
|PSD|*** Aplausos ***
Ana Catarina Mendonça|PS|Peço a palavra para interpelar a Mesa, Sr. Presidente.
Presidente|Presidente|Tem a palavra, Sr.ª Deputada Ana Catarina Mendonça.
Ana Catarina Mendonça|PS|Sr. Presidente, nos mesmos termos da interpelação que acaba de ser feita pelo Sr. Deputado Agostinho Branquinho, queria dizer que na Conferência de Líderes, de facto, foi solicitado o adiamento, mas o Partido Socialista entendeu, como continua a entender, que a questão que hoje se vai debater é de extremo interesse nacional e que não pode estar refém dos interesses político-partidários da vida interna dos partidos, razão pela qual não aceitou esse mesmo adiamento.\n
Presidente|Presidente|Tem a palavra, também para interpelar a Mesa, o Sr. Deputado Bernardino Soares.
Bernardino Soares|PCP|Sr. Presidente, queria concordar com a Sr.ª Deputada Ana Catarina Mendonça no sentido de que a questão que vamos aqui discutir hoje é de grande interesse nacional. Só o Sr.\n Primeiro-Ministro, que já tantas vezes foi mais tarde para o Conselho Europeu por outras razões, certamente legítimas, hoje não quis estar aqui para assumir a sua responsabilidade na questão de interesse nacional que vamos hoje aqui discutir.\n
|PCP|*** Aplausos ***
Presidente|Presidente|O Sr. Deputado Bernardino Soares acaba de inaugurar uma nova figura: não de interpelação mas de interjeição à Mesa.\n Risos.\n Vamos, então, passar ao debate do Programa de Estabilidade e Crescimento 2010-2013.\n Para o apresentar, pelo Governo, tem a palavra o Sr. Ministro de Estado e das Finanças.\n
Ministro de Estado e das Finanças|Ministro|Sr. Presidente, Sr. e Srs. Deputados: O Programa de Estabilidade e Crescimento (PEC) para 2010-2013 surge na continuidade e em coerência com os grandes princípios que nortearam a elaboração do Orçamento do Estado para 2010, ou seja, a consolidação das contas públicas e o reforço dos factores de competitividade do País como pilares essenciais do seu crescimento económico.\n O Orçamento do Estado para 2010, para além de continuar a apoiar a economia, as empresas e as famílias a enfrentarem as consequências da grave crise internacional, tem o objetivo de reduzir, já em 2010, o défice para 8,3% do produto interno bruto (PIB). O PEC, por sua vez, visa consolidar essa trajectória de reequilíbrio das contas públicas, tendo como objectivo reduzir, até 2013, o défice público para 2,8% do PIB e controlar o crescimento da dívida pública.\n O PEC assume uma estratégia clara e responsável de consolidação orçamental que tem de ser encarada como uma condição fundamental da sustentabilidade financeira do País e dos seus agentes económicos.\n Umas finanças públicas sãs são também uma condição essencial para promover o reforço e a confiança no crescimento sustentado da economia.\n A credibilidade na concepção do PEC para o período de 2010-2013 assenta em três grandes vectores.\n Em primeiro lugar, a estratégia de redução do défice e de correção do crescimento da dívida baseia-se em pressupostos macroeconómicos prudentes e cautelosos que foram já reconhecidos pelas principais instâncias internacionais.\n Em segundo lugar, o PEC aposta numa redução do défice com medidas fundamentalmente do lado da despesa. A prioridade inequívoca a medidas de redução de despesa está patente no seu maior contributo para a redução do défice — em 2,7 pontos percentuais — quando comparado com o contributo das medidas do lado da receita — de 0,8 pontos percentuais — e também na aposta na estabilidade da estrutura fiscal como factor de promoção da competitividade e da retoma do emprego.\n Em terceiro lugar, o PEC baseia a redução do défice e a inversão da trajectória da dívida numa distribuição justa e adequada dos esforços. A racionalização e a redução de despesa cobre todas as rubricas mas, ao mesmo tempo, exige um esforço mais significativo nas rubricas de despesa mais significativas, como sejam as despesas com pessoal e as despesas sociais, e também no âmbito da redução da despesa fiscal exige um esforço maior nos escalões de rendimentos mais elevados.\n A estratégia de consolidação orçamental até 2013 privilegia, assim, o controlo e a redução da despesa corrente, com intervenções nas despesas com pessoal, despesas sociais, despesas de consumo intermédio e despesas com juros.\n Mas a consolidação orçamental a levar a cabo neste período de 2010-2013 conta também com o efeito que resultará da atenuação do esforço anticíclico de investimento público adicional e o seu retorno a níveis précrise.\n Do lado da redução da despesa fiscal, passam a ser tributadas as mais-valias mobiliárias, é feito o alinhamento da dedução específica em 1RS entre rendimentos da categoria A e da categoria H para as pensões acima dos 22 500 €/ano e são limitadas as deduções e os benefícios fiscais.\n É ainda estabelecida uma tributação especial e temporária, até 2013, em sede de 1RS para os rendimentos mais elevados. Em matéria de reforço da receita, o PEC promove o alargamento e controlo da base contributiva da segurança social e introduz portagens nas auto-estradas sem custo para o utilizador que preenchem os requisitos já definidos pelo Governo.\n Para além do esforço de redução do défice, o Programa de Estabilidade e Crescimento visa igualmente corrigir a trajectória de crescimento da dívida e do endividamento. Está, desde logo, previsto um conjunto de privatizações em diversos sectores que reduzirá as necessidades de endividamento do Estado e atenuará a evolução do peso da dívida pública no PIB.\n É também definida uma regra de endividamento líquido nulo para as entidades das administrações regional e local, salvaguardando, contudo, situações de natureza excepcional.\n No sector empresarial do Estado, é estabelecido um conjunto de medidas que visam a sustentabilidade do sector, entre as quais o estabelecimento de limites anuais de endividamento das empresas públicas ou o alinhamento dos aumentos salariais com o definido para a Administração Pública, a revisão dos planos de pensões e de saúde sem suporte contributivo, a par da não atribuição de bónus ou prémios em 2010 e 2011.\n A condução da política orçamental no período 2010-2013 envolverá ainda a reforma do quadro orçamental, consubstanciada na criação de um quadro plurianual, com definição de tectos de despesa e orçamentação por programas. Para tal, será proposta, em tempo oportuno, uma revisão da Lei de Enquadramento Orçamental.\n O processo de consolidação orçamental, entretanto interrompido pelos efeitos da crise internacional, estava a ser acompanhado por um conjunto bem sucedido de reformas em domínios estruturais.\n Na última década, apesar do crescimento abaixo do potencial, do persistente défice externo e da acumulação de dívida, há a registar o reforço do peso dos mercados extra-europeus, a melhoria do perfil tecnológico das nossas exportações e as melhorias no ambiente de negócios, no funcionamento dos mercados, nas qualificações, na capacidade de investigação e inovação, em resultado das reformas entretanto levadas a cabo.\n O PEC 2010-2013 assume a importância de continuar a implementar reformas estruturais, centrando a política de reforço da competitividade na promoção da internacionalização, na continuação da aposta no investimento em ciência, investigação, desenvolvimento e inovação, na melhoria do funcionamento do mercado de trabalho, na promoção do investimento modernizador, na melhoria da eficiência e eficácia da Administração Pública e na prossecução da Estratégia Nacional para a Energia, baseada nas fontes renováveis, na eficiência e na autonomia energética.\n Perante um PEC concebido de forma exigente, com medidas de natureza, magnitude e eficácia adequadas, importa, agora, garantir a credibilidade da sua implementação.\n Atendendo ao contexto actual de volatilidade dos mercados financeiros internacionais e das incertezas quanto à recuperação financeira e das contas públicas no seio da área do euro, é fundamental que Portugal demonstre um firme empenho político na consolidação das suas contas públicas. Nesse sentido, é fundamental assegurar as condições políticas, através de um apoio o mais abrangente possível, em torno das suas grandes opções.\n É crucial, desde já, no momento de apreciação do Programa de Estabilidade e Crescimento, na Assembleia da República, que sejam dados sinais inequívocos quanto à estabilidade e aos consensos políticos necessários para a sua rápida implementação.\n
|PS|*** Aplausos ***
Ministro de Estado e das Finanças|Ministro|Impõe-se, por isso, um entendimento alargado, não por conveniência ou por capricho do Governo mas, sim, por um incontornável sentido de responsabilidade, em prol do interesse nacional. Um apoio alargado que reforce a confiança e a credibilidade por parte dos agentes nacionais e internacionais na estratégia que o País deve prosseguir.\n
|PS|*** Aplausos ***
Presidente|Presidente|Srs. Ministros, Sr. e Srs. Deputados, inscreveram-se sete Srs. Deputados para pedir esclarecimentos ao Sr. Ministro de Estado e das Finanças.\n Tem a palavra o Sr. Deputado Miguel Frasquilho.\n
Miguel Frasquilho|PSD|Sr. Presidente, Sr. Ministro das Finanças, estamos perante um Programa de Estabilidade e Crescimento que não é mais do que o corolário dos erros que a política económica prosseguida nos últimos cinco anos provocou ao nosso País.\n
Jerónimo de Sousa|PCP|Só nos últimos cinco anos?!
Miguel Frasquilho|PSD|Política económica liderada pelo Governo, pelo Sr. Ministro das Finanças.\n
Vozes do PSD|PSD|Muito bem!
Miguel Frasquilho|PSD|Uma política que sempre denunciámos e à qual o senhores nunca deram ouvidos.\n O resultado é este que está à vista: um País que não tem crescimento económico, um País que empobrece todos dias, um País que não é competitivo, um País que tem o desemprego em dois dígitos. E, nestas circunstâncias, o Sr. Ministro das Finanças dá-se ao luxo de proferir um ataque fiscal violento contra todos os portugueses. Um ataque fiscal violento que vai custar aos contribuintes cerca de 800 milhões de euros por ano, em 2011, em 2012 e em 2013.\n
Honório Novo|PCP|Contra todos não! Há quem fique na mesma!
Miguel Frasquilho|PSD|Como o Sr. Ministro muito bem sabe, as subidas de impostos podem acontecer por aumentos de taxas, por criações de novos escalões e por redução ou eliminação de deduções e benefícios. Ora, é exactamente isto que é preconizado neste Programa de Estabilidade e Crescimento. Mas, espantosamente, o Sr. Ministro das Finanças e o Sr. Primeiro-Ministro continuam a dizer que não há subidas de impostos! Sr. Ministro, perante esta evidência, quer explicar-nos por que é que continua a insistir nesta não-verdade para com todos os portugueses?
|PSD|*** Aplausos ***
Miguel Frasquilho|PSD|Quer explicar-nos, também, por que é que há um mês, na discussão do Orçamento do Estado, perante uma pergunta que fiz, o Sr. Ministro das Finanças e o Sr. Primeiro-Ministro nos garantiram que não haveria qualquer aumento de impostos até 2013 e agora é isto que se vê! Ouvi o Sr. Ministro referir que só seriam afectados os contribuintes de escalões de rendimentos mais elevados. Pergunto ao Sr. Ministro, usando os seus números, se considera que quem ganha 900 € por mês está nos escalões mais elevados! São estes os contribuintes mais ricos do nosso País?! É porque estes contribuintes vão afectados, Sr. Ministro!
|PSD|*** Aplausos ***
Miguel Frasquilho|PSD|Isto não é justiça fiscal, é injustiça fiscal!
Vozes do PSD|PSD|Muito bem!
Miguel Frasquilho|PSD|Sr. Ministro, a matéria dos investimentos público é, como sabe, muito cara para o PSD. Os senhores andaram durante anos, sobretudo na última campanha eleitoral, a referir que os mega-investimentos públicos eram fantásticos, era o que ia induzir o nosso crescimento económico e que, portanto, não podia haver atrasos. Agora, de repente, já são adiados por dois anos.\n Sr. Ministro: por quê dois anos? Por que não mais tempo? Por que não ligar estes investimentos públicos às condições da nossa economia? Por que não 3 anos? Por que não 5? Porque não 10? Gostaria muito de o ouvir responder sobre estas matérias, Sr. Ministro.\n
Presidente|Presidente|Queira concluir, Sr. Deputado.
Miguel Frasquilho|PSD|Concluo, Sr. Presidente.\nVou fazer uma última pergunta muito breve.\n O PIB foi revisto pelos senhores, em baixa, em cerca de 1300 milhões de euros. Coisa pouca…! Isto faz com que o défice de 2009 passe para 9,4% e o défice de 2010 passe para 8,4%.\n Gostava que o Sr. Ministro nos explicasse o milagre deste PEC. Por que é que, com esta revisão do PIB, o défice se mantém em 9,3%, em 2009, e em 8,3%, em 2010? Explique-nos este milagre, que é certamente muito negativo para a imagem do País em termos internacionais.\n
|PSD|*** Aplausos ***
Bernardino Soares|PCO|Quem o ouve até parece que vai votar contra!
Presidente|Presidente|Tem a palavra o Sr. Deputado Afonso Candal.
