||- Sexta-feira, 30 de Abril de 2010 I Série — Número 51\n\nXI LEGISLATURA 1.ª SESSÃO LEGISLATIVA (2009-2010)\n\nREUNIÃO PLENÁRIA DE 29 DE ABRIL DE 2010\n\nPresidente: Ex.mo Sr. Jaime José Matos da Gama\n\nSecretários: Ex.mos Srs. Maria Celeste Lopes da Silva Correia\nDuarte Rogério Matos Ventura Pacheco\nMaria Paula da Graça Cardoso\nRosa Maria da Silva Bastos da Horta Albernaz\n\nSUMÁRIO  Às 15 horas e 10 minutos, e dando início à sessão solene de boas-vindas ao Sr. Presidente da República de Moçambique (Armando Guebuza), entrou na Sala das Sessões o cortejo em que se integravam o Presidente da Assembleia da República, o Sr. Presidente da República de Moçambique, o Vice-Presidente do Supremo Tribunal de Justiça, em representação do Presidente, o Presidente do Tribunal Constitucional, os Secretários da Mesa da Assembleia da República, a Secretária-Geral da Assembleia da República, o Chefe e os Secretários do Protocolo do Estado, o Chefe e a Assessora para as Relações Internacionais do Gabinete do Presidente da Assembleia da República e o Director do Gabinete de Relações Internacionais e Protocolo da Assembleia da República.\nNo Hemiciclo, encontravam-se já, além dos Deputados e Ministros, o Vice-Presidente do Supremo Tribunal Administrativo, o Representante do Chefe de Estado Maior General das Forças Armadas, o Representante do Chefe de Estado-Maior da Armada, e o Representante do Chefe de Estado Maior das Força Aérea, Juízes Conselheiros do Tribunal Constitucional e o representante do Governo Regional dos Açores.\nEncontravam-se ainda presentes, na Tribuna A, a senhora do Presidente da República de Moçambique, Maria da Luz Guebuza, e os anteriores Presidentes da Assembleia da República Oliveira Dias e Almeida Santos e, na Galeria III, o Representante do Comandante do Comando Naval, o Comandante do Comando Aéreo, um Representante do Conselho de Fiscalização do Sistema de Informações da República, o Presidente do Conselho de Ética para as Ciências da Vida e Secretários de Estado.\nConstituída a Mesa, na qual o Sr. Presidente da República de Moçambique tomou lugar à direita do Presidente da Assembleia da República, a Banda da|statement
||- Guarda Nacional Republicana executou os hinos nacionais dos dois países.\nSeguiram-se os discursos do Sr. Presidente da Assembleia da República e do Sr. Presidente da República de Moçambique.\nA sessão foi suspensa eram 15 horas e 41 minutos, tendo sido, de novo, executados os hinos dos dois países pela Banda da Guarda Nacional Republicana.\nO Sr. Presidente declarou reaberta a sessão às 16 horas 18 minutos.\nDeu-se conta da entrada na Mesa da proposta de lei n.º 14/XI (1.ª), dos projectos de lei n.os 240 a 246/XI (1.ª), das apreciações parlamentares n.os 28 e 29/XI (1.ª) e dos projectos de resolução n.os 122 e 123/XI (1ª).\nForam anunciados os resultados da eleição, a que se procedeu em anterior sessão, de dois membros para o Conselho Superior de Segurança Interna, tendo sido proclamados eleitos os candidatos propostos.\nEm declaração política, o Sr. Deputado Miguel Frasquilho (PSD), abordou a difícil situação do País em resultado da desvalorização do rating da República e a disponibilidade manifestada pelo PSD para contribuir para a sua estabilização financeira, tendo, no final, respondido a pedidos de esclarecimento dos Srs. Deputados José Gusmão (BE), Honório Novo (PCP) e João Galamba (PS).  Em declaração política, o Sr. Deputado Jorge Fão (PS) trouxe à colação o relatório sobre combate à sinistralidade nas estradas e, depois, respondeu a pedidos de esclarecimento dos Srs. Deputados Heitor Sousa (BE) e Carina Oliveira (PSD).\nTambém em declaração política, o Sr. Deputado Bernardino Soares (PCP) levantou questões sobre a actual situação económico-financeira do País e deu resposta aos pedidos de esclarecimento dos Srs. Deputados Sérgio Sousa Pinto (PS) e Mariana Aiveca (BE).\nIgualmente em declaração política, o Sr. Deputado José Manuel Pureza (BE) criticou a antecipação de mais medidas do Programa de Estabilidade e Crescimento (PEC) para 2010 preconizada pelo Governo para combater a crise que o País atravessa. No fim, respondeu a pedidos de esclarecimento dos Srs. Deputados Sónia Fertuzinhos (PS) e Jorge Machado (PCP).\nProcedeu-se a um debate de urgência, requerido pelo CDS-PP, sobre a situação financeira e as suas consequências na economia nacional, tendo proferido intervenções, na fase de abertura, o Sr. Deputado Paulo Portas (CDS-PP) e o Sr. Ministro dos Assuntos Parlamentares (Jorge Lacão). Além daqueles oradores, usaram da palavra, a diverso título, os Srs. Deputados Francisco de Assis (PS), Miguel Frasquilho (PSD), Assunção Cristas (CDS-PP), José Manuel Pureza (BE), Honório Novo (PCP), Eduardo Cabrita (PS), Duarte Pacheco (PSD), Pedro Mota Soares (CDS-PP), José Gusmão (BE) e Agostinho Lopes (PCP).\nNo encerramento do debate, intervieram o Sr. Ministro dos Assuntos Parlamentares e o Sr. Deputado Paulo Portas (CDS-PP).\nEntretanto, foi aprovado, em votação final global, o texto final, apresentado pela Comissão de Trabalho, Segurança Social e Administração Pública, relativo aos projectos de lei n.os 17/XI (1.ª) (Os Verdes), 19/XI (1.ª) (BE), 21/XI (1.ª) (PCP), 64/XI (1.ª) (PSD) e 92/XI (1.ª) (CDS-PP) — Altera o regime jurídico de acesso às pensões de invalidez e velhice pelos trabalhadores da Empresa Nacional de Urânio, SA e estabelece a obrigatoriedade de acompanhamento médico a estes trabalhadores, tendo proferido declarações de voto os Srs. Deputados Miguel Tiago (PCP), Hélder Amaral (CDS-PP), Mariana Aiveca (BE), Almeida Henriques (PSD), Heloísa Apolónia (Os Verdes) e Acácio Pinto (PS).\nFoi também aprovado um parecer da Comissão de Ética, Sociedade e Cultura, autorizando uma Deputada do PS a depor como testemunha num processo que corre em tribunal.\nO Sr. Presidente encerrou a sessão eram 19 horas e 43 minutos.|statement
Presidente|Presidente|Srs. Deputados, está aberta a sessão solene de boas vindas ao Sr. Presidente da\nRepública de Moçambique.\n\nEram 15 horas e 10 minutos.\n\nDeputados presentes à sessão:\n\nPartido Socialista (PS):\nAcácio Santos da Fonseca Pinto\nAlberto Bernardes Costa\nAna Catarina Veiga Santos Mendonça Mendes\nAna Paula Mendes Vitorino\nAnabela Gaspar de Freitas\nAntónio Alves Marques Júnior\nAntónio José Martins Seguro\nAntónio Ramos Preto\nAntónio Ribeiro Gameiro\nArtur Miguel Claro da Fonseca Mora Coelho\nAurélio Paulo da Costa Henriques Barradas\nCarlos Filipe de Andrade Neto Brandão\nCatarina Marcelino Rosa da Silva\nDefensor Oliveira Moura\nDeolinda Isabel da Costa Coutinho\nEduardo Arménio do Nascimento Cabrita\nEurídice Maria de Sousa Pereira\nFernando Manuel de Jesus\nFrancisco José Pereira de Assis Miranda\nFrederico de Oliveira Castro\nGlória Maria da Silva Araújo\nHorácio André Antunes\nInês de Saint-Maurice de Esteves de Medeiros Vitorino de Almeida\nJaime José Matos da Gama\nJamila Bárbara Madeira e Madeira\nJorge Filipe Teixeira Seguro Sanches\nJorge Manuel Capela Gonçalves Fão\nJorge Manuel Gouveia Strecht Ribeiro\nJorge Manuel Rosendo Gonçalves\nJosé Albano Pereira Marques\nJosé Carlos Bravo Nico\nJosé Duarte Piteira Rica Silvestre Cordeiro\nJosé Eduardo Vera Cruz Jardim\nJosé João Pinhanços de Bianchi\nJosé Manuel Pereira Ribeiro\nJosé Miguel Abreu de Figueiredo Medeiros\nJosé Rui Alves Duarte Cruz\nJoão Barroso Soares\nJoão Miguel de Melo Santos Taborda Serrano\nJoão Paulo Feteira Pedrosa\nJoão Paulo Moreira Correia\nJoão Pedro de Aleluia Gomes Sequeira\nJoão Raul Henriques Sousa Moura Portugal\nJoão Saldanha de Azevedo Galamba|president
||- Júlio Francisco Miranda Calha\nLuiz Manuel Fagundes Duarte\nLuís Afonso Cerqueira Natividade Candal\nLuís António Pita Ameixa\nLuís Miguel Morgado Laranjeiro\nLuís Miguel Soares de França\nLuís Paulo Costa Maldonado Gonelha\nLuísa Maria Neves Salgueiro\nLúcio Maia Ferreira\nManuel António Gonçalves Mota da Silva\nManuel José de Faria Seabra Monteiro\nMarcos Sá Rodrigues\nMaria Antónia Moreno Areias de Almeida Santos\nMaria Celeste Lopes da Silva Correia\nMaria Custódia Barbosa Fernandes Costa\nMaria Helena Figueiredo de Sousa Rebelo\nMaria Hortense Nunes Martins\nMaria Isabel Solnado Porto Oneto\nMaria José Guerra Gamboa Campos\nMaria Luísa de Jesus Silva Vilhena Roberto Santos\nMaria Manuela de Almeida Costa Augusto\nMaria Odete da Conceição João\nMaria da Conceição Guerreiro Casa Nova\nMaria de Belém Roseira Martins Coelho Henriques de Pina\nMaria de Lurdes Ruivo\nMaria do Rosário Lopes Amaro da Costa da Luz Carneiro\nMiguel João Pisoeiro de Freitas\nMiguel de Matos Castanheira do Vale de Almeida\nMário Joaquim da Silva Mourão\nNuno André Araújo dos Santos Reis e Sá\nNuno Miguel da Costa Araújo\nOsvaldo Alberto Rosário Sarmento e Castro\nPaula Cristina Barros Teixeira Santos\nPaulo Alexandre de Carvalho Pisco\nPedro Manuel Farmhouse Simões Alberto\nRenato Luís de Araújo Forte Sampaio\nRicardo Manuel Ferreira Gonçalves\nRicardo Manuel de Amaral Rodrigues\nRosa Maria da Silva Bastos da Horta Albernaz\nRosalina Maria Barbosa Martins\nRui José Prudêncio\nRui José da Costa Pereira\nSofia Isabel Diniz Pereira Conde Cabral\nSérgio Paulo Mendes de Sousa Pinto\nSónia Ermelinda Matos da Silva Fertuzinhos\nTeresa Maria Neto Venda\nTeresa do Rosário Carvalho de Almeida Damásio\nVitalino José Ferreira Prova Canas|statement
||- Vítor Manuel Brandão de Sousa Fontes\n\nPartido Social Democrata (PSD):\nAdriano Rafael de Sousa Moreira\nAdão José Fonseca Silva\nAgostinho Correia Branquinho\nAmadeu Albertino Marques Soares Albergaria\nAntonieta Paulino Felizardo Guerreiro\nAntónio Alfredo Delgado da Silva Preto\nAntónio Carlos Sousa Gomes da Silva Peixoto\nAntónio Cãndido Monteiro Cabeleira\nAntónio Egrejas Leitão Amaro\nAntónio Fernando Couto dos Santos\nAntónio Joaquim Almeida Henriques\nArménio dos Santos\nCarina João Reis Oliveira\nCarla Maria Gomes Barros\nCarla Maria de Pinho Rodrigues\nCarlos Alberto Silva Gonçalves\nCarlos António Páscoa Gonçalves\nCarlos Henrique da Costa Neves\nCarlos Manuel Faia São Martinho Gomes\nCeleste Maria Reis Gaspar dos Santos Amaro\nCristóvão da Conceição Ventura Crespo\nDuarte Rogério Matos Ventura Pacheco\nEmídio Guerreiro\nFernando Mimoso Negrão\nFernando Nuno Fernandes Ribeiro dos Reis\nFernando Ribeiro Marques\nGuilherme Henrique Valente Rodrigues da Silva\nHugo José Teixeira Velosa\nIsabel Maria Nogueira Sequeira\nJorge Cláudio de Bacelar Gouveia\nJorge Fernando Magalhães da Costa\nJosé Alberto Nunes Ferreira Gomes\nJosé Eduardo Rego Mendes Martins\nJosé Manuel Marques de Matos Rosa\nJosé Manuel de Matos Correia\nJosé Pedro Correia de Aguiar Branco\nJosé de Almeida Cesário\nJosé Álvaro Machado Pacheco Pereira\nJoão Bosco Soares Mota Amaral\nJoão Carlos Figueiredo Antunes\nJoão José Pina Prata\nLuís António Damásio Capoulas\nLuís Filipe Alexandre Rodrigues\nLuís Filipe Montenegro Cardoso de Morais Esteves\nLuís Filipe Valenzuela Tavares Menezes Lopes\nLuís Maria de Barros Serra Marques Guedes\nLuís Pedro Machado Sampaio de Sousa Pimentel\nLuís Álvaro Barbosa de Campos Ferreira\nMargarida Rosa Silva de Almeida|statement
||- Maria Clara de Sá Morais Rodrigues Carneiro Veríssimo\nMaria Francisca Fernandes Almeida\nMaria Helena Passos Rosa Lopes da Costa\nMaria José Pinto da Cunha Avilez Nogueira Pinto\nMaria Luísa Roseira da Nova Ferreira de Oliveira Gonçalves\nMaria Manuela Dias Ferreira Leite\nMaria Paula da Graça Cardoso\nMaria Teresa Machado Fernandes\nMaria da Conceição Feliciano Antunes Bretts Jardim Pereira\nMaria do Rosário da Silva Cardoso Águas\nMiguel Bento Martins da Costa de Macedo e Silva\nMiguel Jorge Reis Antunes Frasquilho\nNuno Miguel Pestana Chaves e Castro da Encarnação\nPaulo Cardoso Correia da Mota Pinto\nPaulo César Lima Cavaleiro\nPaulo Jorge Frazão Batista dos Santos\nPedro Augusto Lynce de Faria\nPedro Manuel Tavares Lopes de Andrade Saraiva\nPedro Miguel de Azeredo Duarte\nPedro Nuno Mazeda Pereira Neto Rodrigues\nRaquel Maria Martins de Oliveira Gomes Coelho\nTeresa de Jesus Costa Santos\nUlisses Manuel Brandão Pereira\nVasco Manuel Henriques Cunha\nVânia Andrea de Castro Jesus\n\nPartido Popular (CDS-PP):\nAbel Lima Baptista\nArtur José Gomes Rêgo\nCecília Felgueiras de Meireles Graça\nFilipe Tiago de Melo Sobral Lobo D' Ávila\nIsabel Maria Mousinho de Almeida Galriça Neto\nJosé Helder do Amaral\nJosé Manuel de Sousa Rodrigues\nJoão Guilherme Nobre Prata Fragoso Rebelo\nJoão Manuel de Serpa Oliva\nJoão Rodrigo Pinho de Almeida\nLuís Pedro Russo da Mota Soares\nMaria de Assunção Oliveira Cristas Machado da Graça\nMichael Lothar Mendes Seufert\nNuno Miguel Miranda de Magalhães\nPaulo Sacadura Cabral Portas\nPedro Manuel Brandão Rodrigues\nRaúl Mário Carvalho Camelo de Almeida\nTeresa Margarida Figueiredo de Vasconcelos Caeiro\n\nBloco de Esquerda (BE):\nAna Isabel Drago Lobato\nCatarina Soares Martins\nFernando José Mendes Rosas\nFrancisco Anacleto Louçã|statement
||Heitor Nuno Patrício de Sousa e Castro\nHelena Maria Moura Pinto\nJosé Borges de Araújo de Moura Soeiro\nJosé Guilherme Figueiredo Nobre de Gusmão\nJosé Manuel Marques da Silva Pureza\nJoão Pedro Furtado da Cunha Semedo\nLuís Emídio Lopes Mateus Fazenda\nMaria Cecília Vicente Duarte Honório\nMariana Rosa Aiveca Ferreira\nPedro Filipe Gomes Soares\nPedro Manuel Bastos Rodrigues Soares\nRita Maria Oliveira Calvário\n\nPartido Comunista Português (PCP):\nAgostinho Nuno de Azevedo Ferreira Lopes\nAntónio Filipe Gaião Rodrigues\nArtur Jorge da Silva Machado\nBernardino José Torrão Soares\nBruno Ramos Dias\nFrancisco José de Almeida Lopes\nJerónimo Carvalho de Sousa\nJosé Batista Mestre Soeiro\nJosé Honório Faria Gonçalves Novo\nJoão Guilherme Ramos Rosa de Oliveira\nMiguel Tiago Crispim Rosado\nPaula Alexandra Sobral Guerreiro Santos Barbosa\nRita Rato Araújo Fonseca\n\nPartido Ecologista «Os Verdes» (PEV):\nHeloísa Augusta Baião de Brito Apolónia\nJosé Luís Teixeira Ferreira\n\nNeste momento, a Banda da Guarda Nacional Republicana, colocada junto aos Passos Perdidos, executou\nos hinos nacionais das Repúblicas de Moçambique e de Portugal.\n\nPresidente: - Sr. Presidente da República de Moçambique, Srs. Representantes dos Tribunais Superiores e das Forças Armadas, Srs. Ministros, Srs. Membros do Governo, Srs. Embaixadores, Sr.as e Srs. Deputados, Distintos Convidados: É uma grande honra para a Assembleia da República de Portugal poder receber, numa cerimónia solene, o Presidente de Moçambique.\nO Presidente Armando Guebuza é alguém que tem uma história de substância na vida e na história do seu País, quer como combatente pela independência, quer como intelectual e figura política, que ocupou, ao longo dos anos, diversos cargos na vida do seu País, quer como obreiro dos acordos de paz e da reconciliação nacional, quer como Presidente da República, Presidente impulsionador de uma profunda abertura e de uma grande modernização na esfera governativa do seu País.\nPor isso, temo-lo hoje aqui como o Presidente de um país amigo, que tem sabido, ao longo dos anos, demonstrar também a importância que a República de Moçambique confere a relações renovadas de amizade e de cooperação com Portugal, em relação ao nosso país, à compreensão da sua política externa, em relação à abertura económica e em relação ao acolhimento das empresas portuguesas e dos cidadãos portugueses em Moçambique.\nMoçambique é um grande país, inserido, pela sua geografia e pela extensão da sua costa, em várias regiões africanas. É um país grande porque é um país diverso — diverso na sua composição regional, na sua|statement
||- composição religiosa, na sua composição cultural, diverso na grande articulação que realiza com outros países da costa oriental africana.\nE a sua colocação no Oceano Índico dá-lhe também uma grande abertura, uma porta de abertura — África — em relação a vastas regiões do mundo, que Moçambique tem sabido cultivar no acolhimento de populações oriundas dessas áreas, mas também na sabedoria para potenciar esse capital humano na abertura e na diversificação da sua política externa.\nMoçambique é um grande país. Um grande país em relação ao qual Portugal deseja contribuir com a afirmação dos seus laços de amizade, da sua relação diplomática e também da sua cooperação externa, para que continue na senda da estabilidade, da renovação, da harmonia interna e da pluralidade interna para patamares e metas sempre maiores de progresso.\nÉ isso o que desejamos ao Moçambique moderno, aqui representado hoje pelo Presidente Armando Guebuza e pela sua Comitiva, a sua grande Comitiva, empresarial e política, que também saudamos nesta sessão solene na Assembleia da República.\nSeja bem-vindo, Sr. Presidente Armando Guebuza. A Assembleia da República está aqui precisamente para o escutar na mensagem que tem para nos transmitir, em nome de Moçambique.\nMuito obrigado.|statement
||Aplausos gerais.|applause
Armando Guebuza|Presidente da República de Moçambique|Sua Excelência Sr. Dr. Jaime Gama, Presidente da Assembleia da República Portuguesa, Sua Excelência Sr. Primeiro-Ministro da República Portuguesa, Ex.mo Sr. Presidente do Supremo Tribunal de Justiça, Ex.mo Sr. Presidente do Tribunal Constitucional, Suas Ex.as Antigos Presidentes da República, Srs. Ministros, Sr. Dr. Passos Coelho, Presidente do maior partido da oposição, Srs. Vice-Presidentes da Assembleia da República, Srs. Presidentes dos Grupos Parlamentares, Sr. Procurador-Geral da República, Srs. Presidentes ou Secretários-Gerais de partidos políticos com assento na Assembleia da República, Srs. Deputados, Srs. Chefes das Missões Diplomáticas acreditadas em Lisboa, Minhas Senhoras e Meus Senhores: As nossas primeiras palavras são, em primeiro lugar, de agradecimento pela calorosa recepção que nos foi proporcionada nesta magna Casa, local que reflecte a expressão da democracia em Portugal e a diversidade de saberes, sensibilidades e experiências da sociedade portuguesa.\nExpressamos ainda o nosso reconhecimento e gratidão pelas palavras que o Sr. Presidente acaba de proferir, que muito tocam e sensibilizam o nosso povo.\nA honra que o Sr. Presidente nos deu, de nos dirigirmos a esta sessão especial da Assembleia da República Portuguesa, sublinha, uma vez mais, as excelentes relações de amizade e cooperação entre os nossos dois povos e Estados. Testemunha igualmente a nossa indefectível convicção de que juntos podemos continuar, no quadro desses laços, a fazer mais e muito mais por Moçambique e Portugal.\nDirigirmo-nos e interagirmos com os dignos mandatários do povo português é uma experiência de grande valor, por contribuir para a melhoria do conhecimento mútuo dos nossos processos políticos, no contexto da consolidação do Estado de direito em Moçambique e Portugal.\nDe igual modo, este é um momento para a troca de experiências sobre os desafios que o nosso planeta enfrenta e para identificarmos o papel que podemos desempenhar na construção de um mundo melhor para toda a humanidade.\nEsta é a primeira visita de Estado que realizamos depois de assumirmos o segundo mandato na sequência da nossa vitória nas eleições realizadas em 28 de Outubro de 2009.\nA escolha de Portugal como primeiro país a visitar serve, da nossa parte, para também reafirmarmos que as nossas relações atravessam um momento áureo e de grande qualidade.\nDeste pódio queremos felicitar, através de vós, Srs. Deputados, o povo português, pela comemoração do Centenário da República, que este ano se assinala.\nSr. Presidente da Assembleia da República Portuguesa, Minhas Senhoras e Meus Senhores: Congratulamo-nos com o empenho e desempenho dos nossos dois países em diversificar e elevar o nível das nossas relações. Com efeito, nos últimos anos, temos testemunhado a troca de delegações ao mais alto nível|president
