Presidente|Presidente|Srs. Deputados, temos quórum, pelo que está aberta a sessão.
Presidente|Presidente|Srs. Deputados, a Sr.ª Secretária vai proceder à leitura do expediente.
Secretária|Celeste Correia|Sr. Presidente e Srs. Deputados, deram entrada na Mesa, e foram os admitidos, os projectos de lei n. 125/XI (1.ª) — Altera o Código do Trabalho, repondo o direito ao tratamento mais favorável (BE), que baixou à 11.ª Comissão, 126/XI (1.ª) — Altera o Código do Trabalho, incrementando a negociação e a contratação colectiva e impedindo a caducidade das convenções colectivas (BE), que baixou à 11.ª Comissão, e 127/XI (1.ª) — Cria a rede nacional de cuidados oncológicos (PSD), que baixou à 10.ª Comissão.\n Em termos de expediente é tudo, Sr. Presidente.\n
Presidente|Presidente|Srs. Deputados, a ordem do dia de hoje consiste no debate quinzenal com o Sr.\nPrimeiro-Ministro, sobre ensino superior.\n Para fazer a apresentação do tema, tem a palavra o Sr. Primeiro-Ministro.\n
Primeiro-Ministro|José Sócrates|Sr. Presidente, Sr. e Srs. Deputados: A qualificação dos portugueses é um verdadeiro desígnio nacional. Mais educação e mais formação significam melhor preparação para a sociedade do conhecimento, melhores perspectivas de emprego e mais igualdade de oportunidades. Por isso mesmo, o Governo tem como linha de orientação conceder uma elevada prioridade à educação, ao ensino superior, à ciência e à formação profissional.\n Definimos como metas principais a extensão da escolaridade obrigatória até aos 18 anos de idade, a consolidação e o desenvolvimento do programa Novas Oportunidades e a melhoria de todos os indicadores relevantes de frequência e de conclusão do ensino superior.\n Os resultados, nos vários domínios, e com particular expressão no ensino superior, estão à vista de todos.\n Gostaria de referir cinco desses indicadores.\n Hoje, em Portugal, 35% dos jovens com 20 anos de idade frequentam o ensino superior — finalmente, atingimos a média europeia, concretizando, desta forma, aquilo que, desde sempre, foi a ambição da minha geração —; temos hoje mais 11 000 alunos inscritos no ensino superior público do que tínhamos em 2005; o número anual de diplomados cresceu, nos quatro últimos anos, de 51 000 para 66 000; a qualificação do corpo docente atingiu níveis absolutamente inéditos em Portugal, com a percentagem de docentes doutorados nas universidades públicas a atingir cerca de 70% e tendo duplicado o número de doutores nos institutos politécnicos públicos; finalmente, gostaria de dar-vos conta de que o índice de sucesso escolar no ensino universitário passou a ser de 70%, progredindo cerca de sete pontos percentuais nos últimos quatro anos, o que é a média dos países da OCDE.\n Em suma, Srs. Deputados, temos mais jovens, mais inscritos, mais diplomados, mais doutorados e mais sucesso escolar — estes são estes os resultados dos últimos quatro anos no ensino superior.\n
|PS|*** Aplausos ***
||Esta evolução muito positiva dos resultados do ensino superior vai de par com a verdadeira revolução ocorrida no sistema científico e tecnológico nacional. Mercê do nosso Compromisso com a Ciência, a despesa total em investigação atingiu 1,5% do Produto Interno Bruto (acima de países como a Espanha e a Irlanda); as empresas são responsáveis, em Portugal, por metade desse investimento na ciência; e o número de investigadores aumentou para 7,2 por cada 1000 activos, ultrapassando, pela primeira vez, a média europeia.\n Pois bem, estes resultados foram conseguidos ao mesmo tempo que se verificaram reformas estruturais nas universidades e nos institutos politécnicos. O ensino superior português integrou-se plenamente no Processo de Bolonha; os estudantes portugueses têm hoje acesso a um sistema de empréstimos garantido pelo Estado; reformou-se profundamente o modelo de organização e de gestão das instituições, abrindo-se decididamente à sociedade civil; promoveram-se as actividades de investigação e de desenvolvimento e o relacionamento com o tecido económico e empresarial; as universidades e os politécnicos abriram-se à frequência de novos públicos e internacionalizaram-se, realizando parcerias com universidades e com institutos de referência mundial.\n Sr. Presidente, Sr. e Srs. Deputados: É verdade que são notáveis as mudanças ocorridas no ensino superior português e os resultados obtidos com essas mudanças, mas ainda mais notável é o facto de terem sido conseguidos numa conjuntura de forte restrição orçamental.\n As nossas universidades e politécnicos fizeram mais com menos recursos financeiros e isto só tem uma explicação, aliás, uma boa explicação: ganhos de eficiência! As instituições portuguesas de ensino superior tornaram-se mais eficientes, gerindo melhor os recursos postos à sua disposição por todos os contribuintes. É, por isso, justo sublinhar publicamente o quanto este trabalho é um exemplo de modernização, de rigor na gestão e de serviço público prestado à comunidade.\n
|PS|*** Aplausos ***
||O País sabe, portanto, que pode contar com o ensino superior, sabe que pode ter confiança no ensino superior, sabe que pode investir mais recursos no ensino superior, pedindo-lhe em troca mais resultados, isto é, mais alunos, mais diplomados, mais qualificações.\n Este é o sentido do Contrato de Confiança celebrado, nesta mesma semana, entre o Governo e todas as universidades e institutos politécnicos. Nos termos deste Contrato, as instituições do ensino superior beneficiarão, já em 2010, de um acréscimo de 100 milhões de euros para o seu orçamento de funcionamento.\n É um esforço financeiro muito grande, mas é um esforço que merecem para poderem concretizar um exigente programa de desenvolvimento.\n Por seu lado, as universidades e os politécnicos assumem compromissos claros e rigorosos para o período entre 2010 e 2013.\n Em primeiro lugar, comprometem-se a qualificar com habilitações de nível superior mais 100 000 indivíduos da população activa.\n Em segundo lugar — tendo em vista esta meta de qualificação, e para além da crescente inserção de activos em horários pós-laborais e da inscrição de maiores de 23 anos —, comprometem-se a desenvolver cursos de especialização tecnológica, criando 10 000 novas vagas, cursos de ensino superior à distância, criando mais 30 000 vagas, e mestrados profissionais, abrindo oportunidades para mais 30 000 estudantes destas pós-graduações, relevantes para as actividades económicas e profissionais.\n Em terceiro lugar, as instituições de ensino superior comprometem-se a prosseguir a sua própria reforma, aumentando as receitas próprias, melhorando a eficiência na gestão, participando na racionalização da rede de escolas e cursos e promovendo a melhoria pedagógica e o sucesso escolar do ensino superior no nosso País.\n
|PS|*** Aplausos ***
||Por isso, Sr. Presidente e Srs. Deputados, o Contrato de Confiança no ensino superior não é um prémio e muito menos uma benesse; é um compromisso muito exigente de parte a parte! Exige ao Estado, isto é, aos contribuintes portugueses, um esforço adicional significativo de afectação de recursos financeiros às universidades e politécnicos, mas exige às universidades e politécnicos as medidas indispensáveis à concretização da meta de termos mais 100 000 activos qualificados com o ensino superior nos próximos quatro anos.\n
|PS|*** Aplausos ***
