Presidente|Presidente|Srs. Deputados, temos quórum, pelo que declaro aberta a sessão.
Presidente|Presidente|Srs. Deputados, a Sr. Secretária vai proceder à leitura do expediente.
Secretária|Celeste Correia|Sr. Presidente, Srs. Deputados e Sr.as Deputadas, deram entrada na Mesa, e foram admitidas, as propostas de lei n.os15/XI (1.ª) — Introduz uma nova taxa de IRS, no valor de 45%, para sujeitos passivos ou agregados familiares que obtenham rendimentos anuais superiores a 150 000 €, que baixa à 5.ª Comissão, e 16/XI (1.ª) — Introduz um regime de tributação das mais-valias mobiliárias à taxa de 20% com regime de isenção para os pequenos investidores, e altera o Código do Imposto sobre o Rendimento das Pessoas Singulares e o Estatuto dos Benefícios Fiscais, que baixa igualmente à 5.ª Comissão.\n Em termos de expediente, é tudo, Sr. Presidente.\n
Presidente|Presidente|Sr. e Srs. Deputados, o debate de hoje com o Sr. Primeiro-Ministro, sobre a situação financeira e medidas de execução do Programa de Estabilidade e Crescimento, vai decorrer ao abrigo da alínea a) do n.º 2 do artigo 224.º do Regimento, o que significa que há uma intervenção inicial por parte do Primeiro-Ministro, que convido a subir à Tribuna.\n Tem a palavra, Sr. Primeiro-Ministro.\n
Primeiro-Ministro|José Sócrates|Sr. Presidente, Sr.as e Srs. Deputados: Decidi convidar o Parlamento a debater hoje, e com total frontalidade, o tema da situação financeira do País, num momento em que se vive ainda uma situação de turbulência e de instabilidade nos mercados financeiros nacionais e internacionais.\n Quero que a Assembleia da República, o País e todos os agentes económicos saibam que o Governo português enfrentará com absoluta firmeza e sentido das responsabilidades a situação actual. E isto significa uma coisa muito simples: o Governo não deixará de tomar todas as medidas, repito, todas as medidas que forem necessárias para reforçar a confiança na economia portuguesa e para garantir que Portugal cumprirá os compromissos de redução do défice e de controlo da dívida pública que assumiu no Programa de Estabilidade e Crescimento. Estas metas do Programa de Estabilidade e Crescimento são, portanto, para cumprir, e vamos começar a cumpri-las já neste ano de 2010.\n Portugal é um País que honra e cumpre os seus compromissos; que fornece informação económica e estatística independente, séria e confiável; que foi capaz – e fê-lo num curto espaço de tempo, até ao surgimento da crise internacional – de reduzir o seu défice orçamental para um valor abaixo dos 3%.\n Portugal apresentou recentemente, como era seu dever, um Programa de Estabilidade e Crescimento à altura das circunstâncias, um Programa que a União Europeia não apenas aprovou mas também saudou, há pouco mais de 15 dias. E em todas as instituições internacionais foi reconhecido que este Programa é sério, preciso, ambicioso e adequado aos objectivos que a economia portuguesa precisa de alcançar.\n Srs. Deputados, a informação disponível sobre a evolução da economia portuguesa ao longo do primeiro trimestre deste ano é positiva, confirmando, aliás, uma trajectória de progressiva recuperação económica. E os dados já conhecidos da execução orçamental até meados deste mês de Abril são consistentes, quer do lado da receita quer do lado da despesa, com os ambiciosos objectivos orçamentais que estão definidos.\n Sejamos claros, portanto, para que não restem quaisquer dúvidas e para que tenhamos a exacta noção do que estamos a enfrentar: aquilo a que assistimos nos mercados financeiros internacionais é um ataque especulativo ao euro, ao euro no seu conjunto, e à dívida pública soberana de diversos países. E esse ataque especulativo não tem fundamento económico.\n Mas não tenhamos ilusões: este é, antes de mais, um desafio para a União Europeia e um desafio, em especial, para a zona euro. É por isso que se impõe uma resposta clara e solidária da Europa, porque essa resposta clara e solidária constituirá um poderosíssimo sinal de confiança para os mercados e uma garantia de solidez do euro, com vantagem para a Europa e para todos os membros da zona euro. Aliás, o impacto negativo que têm tido os menores sinais de hesitação ou de impasse e as evidentes repercussões positivas que cada um dos passos em frente que têm sido dados no apoio à Grécia, provam que esse é o caminho. É isso que a Europa tem de fazer, e é isso que certamente a Europa não deixará de fazer.\n
Jorge Fão|PS|Muito bem!
Primeiro-Ministro|Primeiro-Ministro|Sr. Presidente, Sr.as e Srs. Deputados: O melhor que Portugal pode fazer neste tão exigente momento é dar razões – razões concretas e reforçadas – para a confiança na economia portuguesa e na sua capacidade para alcançar os objectivos do Programa de Estabilidade e Crescimento. E há três coisas que desde já podemos e devemos fazer.\n Em primeiro lugar, vamos promover a execução imediata de todas as medidas de consolidação orçamental previstas no Orçamento do Estado para 2010 e que se destinam a reduzir o défice, já este ano, para 8,3% do PIB. E isso significa, sobretudo, uma intervenção firme no controlo da despesa: contenção da despesa com pessoal e reforço do controlo das admissões na função pública; controlo também no que diz respeito às despesas correntes e de consumo intermédio do Estado.\n Ontem mesmo, o Conselho de Ministros aprovou o decreto de execução orçamental que, entre outras medidas, concretiza as cativações de 40% nas despesas com material militar; limita as despesas com aquisição de estudos e pareceres em outsourcing; cativa 20% das verbas orçamentadas para comunicações; e estabelece a «regra de três por um» na aquisição de viaturas pelo Estado.\n
|PS|*** Aplausos ***
||A mensagem é clara: vamos executar o PEC. Vamos cumpri-lo rigorosamente e vamos cumpri-lo já. Esta é a primeira mensagem que o País precisa de dar.\n Em segundo lugar, vamos antecipar para 2010 a execução de medidas do Programa com execução prevista apenas para 2011. Esta decisão de antecipação reforça as garantias de que seremos realmente capazes de alcançar, e porventura até de ultrapassar, a meta de redução do défice fixada já para este ano.\n Deram já entrada, nesta Assembleia da República, as propostas de lei do Governo que visam antecipar para este ano a tributação de mais-valias bolsistas e introduzir o escalão de 45% no IRS para os rendimentos superiores a 150 000 €.\n Está também decidido que, a partir do dia 1 de Julho, se dará início à cobrança de portagens nas três SCUT que cumprem os critérios definidos para o efeito pelo Programa do Governo.\n Do lado da despesa, está em curso o programa de fiscalização e combate à fraude nas prestações sociais, bem como a auditoria para prevenir abusos no rendimento social de inserção. E o Governo já apresentou, em concertação social, a sua proposta de alteração ao regime do subsídio de desemprego, de modo a corrigir algumas irracionalidades e a estimular o regresso ao mercado de trabalho.\n
Ricardo Rodrigues|PS|Muito bem!
