||- Quinta-feira, 27 de Janeiro de 2011 I Série —  Número 43\n\nXI LEGISLATURA 2.ª SESSÃO LEGISLATIVA (2010-2011)\n\nREUNIÃO PLENÁRIA DE 26 DE JANEIRO DE 2011\n\nPresidente: Ex.mo Sr. Jaime José Matos da Gama\n\nSecretários: Ex.mos Srs. Maria Celeste Lopes da Silva Correia\nMaria Paula da Graça Cardoso\nAbel Lima Baptista\n\nSUMÁRIO  O Sr. Presidente declarou aberta a sessão às 15 horas e 10 minutos.\nDeu-se conta da entrada na Mesa do projecto de lei n.º 503/XI (2.ª), da apreciação parlamentar n.º 84/XI (2.ª) e do projecto de resolução n.º 362/XI (2.ª).\nFoi ainda anunciado que o processo de apreciação parlamentar do Decreto-Lei n.º 116/2010, de 22 de Outubro, que elimina o aumento extraordinário de 25% do abono de família no 1.º e 2 º escalões e cessa a atribuição do abono aos 4.º e 5.º escalões do rendimento, procedendo à 7.ª alteração ao Decreto-Lei n.º 173/2003, de 2 de Agosto [apreciação parlamentar n.º 74/XI (2.ª) (PCP)] foi considerado caduco por rejeição da proposta de alteração em Comissão de Trabalho, Segurança Social e Administração Pública.\nA Câmara aprovou um parecer da Comissão de Ética, Sociedade e Cultura autorizando um Deputado do CDS-PP a prestar depoimento como testemunha, por escrito, em tribunal.\nProcedeu-se ao debate da interpelação n.º 12/XI (2.ª) —  Sobre orientações do Governo para a política de transportes públicos, centrada no transporte ferroviário (Os Verdes), tendo proferido intervenções, na fase de abertura, o Sr. Deputado José Luís Ferreira (Os Verdes) e o Sr. Ministro das Obras Públicas, Transportes e Comunicações (António Mendonça).\nAlém destes oradores, usaram da palavra durante o debate, a diverso título, além do Sr. Secretário de Estado dos Transportes (Carlos Correia da Fonseca), os Srs. Deputados Heloísa Apolónia (Os Verdes), Hélder Amaral (CDS-PP), Heitor Sousa (BE), Bruno Dias (PCP), Luís Gonelha (PS), João Serpa Oliva (CDS-PP), João Ramos (PCP), Jorge Costa (PSD), João Paulo Correia (PS), Rita Calvário (BE) e Adriano Rafael Moreira e Carina Oliveira (PSD).\nNo encerramento, usaram da palavra a Sr.ª Deputada Heloísa Apolónia (Os Verdes) e o Sr. Ministro das Obras Públicas, Transportes e Comunicações O Sr. Presidente encerrou a sessão eram 17 horas e 55 minutos.|statement
Presidente|Presidente|Srs. Deputados, temos quórum, pelo que está aberta a sessão.\n\nEram 15 horas e 10 minutos.\n\nDeputados presentes à sessão:\n\nPartido Socialista (PS)\nAcácio Santos da Fonseca Pinto\nAlberto Bernardes Costa\nAna Maria Ribeiro Gomes do Couto\nAna Paula Mendes Vitorino\nAnabela Gaspar de Freitas\nAntónio Alves Marques Júnior\nAntónio José Martins Seguro\nAntónio Ramos Preto\nAntónio Ribeiro Gameiro\nArtur Miguel Claro da Fonseca Mora Coelho\nAurélio Paulo da Costa Henriques Barradas\nCarlos Filipe de Andrade Neto Brandão\nCatarina Marcelino Rosa da Silva\nDefensor Oliveira Moura\nDeolinda Isabel da Costa Coutinho\nEurídice Maria de Sousa Pereira\nFernando Manuel de Jesus\nFrancisco José Pereira de Assis Miranda\nFrederico de Oliveira Castro\nGlória Maria da Silva Araújo\nHorácio André Antunes\nInês de Saint-Maurice de Esteves de Medeiros Vitorino de Almeida\nJaime José Matos da Gama\nJamila Bárbara Madeira e Madeira\nJorge Filipe Teixeira Seguro Sanches\nJorge Manuel Capela Gonçalves Fão\nJorge Manuel Gouveia Strecht Ribeiro\nJorge Manuel Rosendo Gonçalves\nJosé Carlos Correia Mota de Andrade\nJosé Duarte Piteira Rica Silvestre Cordeiro\nJosé João Pinhanços de Bianchi\nJosé Manuel Lello Ribeiro de Almeida\nJosé Miguel Abreu de Figueiredo Medeiros\nJosé Rui Alves Duarte Cruz\nJoão Barroso Soares\nJoão Miguel de Melo Santos Taborda Serrano\nJoão Paulo Feteira Pedrosa\nJoão Paulo Moreira Correia\nJoão Pedro de Aleluia Gomes Sequeira\nJoão Raul Henriques Sousa Moura Portugal\nJoão Saldanha de Azevedo Galamba\nJúlio Francisco Miranda Calha\nLuiz Manuel Fagundes Duarte\nLuís António Pita Ameixa|president
||- Luís Miguel Morgado Laranjeiro\nLuís Miguel Soares de França\nLuís Paulo Costa Maldonado Gonelha\nLuísa Maria Neves Salgueiro\nLúcio Maia Ferreira\nManuel António Gonçalves Mota da Silva\nManuel José de Faria Seabra Monteiro\nMarcos Sá Rodrigues\nMaria Antónia Moreno Areias de Almeida Santos\nMaria Celeste Lopes da Silva Correia\nMaria Custódia Barbosa Fernandes Costa\nMaria Helena Figueiredo de Sousa Rebelo\nMaria Hortense Nunes Martins\nMaria José Guerra Gamboa Campos\nMaria Luísa de Jesus Silva Vilhena Roberto Santos\nMaria Manuela de Almeida Costa Augusto\nMaria Odete da Conceição João\nMaria da Conceição Guerreiro Casa Nova\nMaria de Lurdes Ruivo\nMaria do Rosário Lopes Amaro da Costa da Luz Carneiro\nMarisa da Conceição Correia Macedo\nMiguel João Pisoeiro de Freitas\nMário Joaquim da Silva Mourão\nNuno André Araújo dos Santos Reis e Sá\nNuno Miguel da Costa Araújo\nOsvaldo Alberto Rosário Sarmento e Castro\nPaula Cristina Barros Teixeira Santos\nPaulo Alexandre de Carvalho Pisco\nPedro Manuel Farmhouse Simões Alberto\nRenato Luís de Araújo Forte Sampaio\nRicardo Manuel Ferreira Gonçalves\nRicardo Manuel de Amaral Rodrigues\nRita Manuela Mascarenhas Falcão dos Santos Miguel\nRosa Maria da Silva Bastos da Horta Albernaz\nRosalina Maria Barbosa Martins\nRui José Prudêncio\nRui José da Costa Pereira\nSofia Isabel Diniz Pereira Conde Cabral\nSérgio Constantino Gaspar Lopes de Paiva\nSónia Ermelinda Matos da Silva Fertuzinhos\nTeresa Maria Neto Venda\nTeresa do Rosário Carvalho de Almeida Damásio\nVitalino José Ferreira Prova Canas\nVítor Manuel Bento Baptista\nVítor Manuel Brandão de Sousa Fontes\n\nPartido Social Democrata (PSD)\nAdriano Rafael de Sousa Moreira\nAdão José Fonseca Silva\nAmadeu Albertino Marques Soares Albergaria\nAntonieta Paulino Felizardo Guerreiro\nAntónio Alfredo Delgado da Silva Preto|statement
||- António Carlos Sousa Gomes da Silva Peixoto\nAntónio Cândido Monteiro Cabeleira\nAntónio Edmundo Barbosa Montalvão Machado\nAntónio Egrejas Leitão Amaro\nAntónio Fernando Couto dos Santos\nAntónio Joaquim Almeida Henriques\nArménio dos Santos\nCarina João Reis Oliveira\nCarla Maria Gomes Barros\nCarla Maria de Pinho Rodrigues\nCarlos Alberto Silva Gonçalves\nCarlos António Páscoa Gonçalves\nCarlos Henrique da Costa Neves\nCarlos Manuel Faia São Martinho Gomes\nCeleste Maria Reis Gaspar dos Santos Amaro\nCristóvão da Conceição Ventura Crespo\nDuarte Rogério Matos Ventura Pacheco\nEmídio Guerreiro\nFernando Luís de Sousa Machado Soares Vales\nFernando Mimoso Negrão\nFernando Nuno Fernandes Ribeiro dos Reis\nFernando Ribeiro Marques\nGuilherme Henrique Valente Rodrigues da Silva\nHugo José Teixeira Velosa\nIsabel Maria Nogueira Sequeira\nJoaquim Carlos Vasconcelos da Ponte\nJorge Cláudio de Bacelar Gouveia\nJorge Fernando Magalhães da Costa\nJosé Alberto Nunes Ferreira Gomes\nJosé Luís Fazenda Arnaut Duarte\nJosé Manuel Marques de Matos Rosa\nJosé Manuel de Matos Correia\nJosé Pedro Correia de Aguiar Branco\nJosé de Almeida Cesário\nJosé Álvaro Machado Pacheco Pereira\nJoão Carlos Figueiredo Antunes\nJoão José Pina Prata\nLuís António Damásio Capoulas\nLuís Filipe Alexandre Rodrigues\nLuís Filipe Montenegro Cardoso de Morais Esteves\nLuís Filipe Valenzuela Tavares Menezes Lopes\nLuís Maria de Barros Serra Marques Guedes\nLuís Álvaro Barbosa de Campos Ferreira\nManuel Filipe Correia de Jesus\nMargarida Rosa Silva de Almeida\nMaria Clara de Sá Morais Rodrigues Carneiro Veríssimo\nMaria Francisca Fernandes Almeida\nMaria Helena Passos Rosa Lopes da Costa\nMaria José Pinto da Cunha Avilez Nogueira Pinto\nMaria Manuela Dias Ferreira Leite\nMaria Paula da Graça Cardoso\nMaria Teresa Machado Fernandes|statement
||- Maria Teresa da Silva Morais\nMaria da Conceição Feliciano Antunes Bretts Jardim Pereira\nMaria das Mercês Gomes Borges da Silva Soares\nMaria do Rosário da Silva Cardoso Águas\nMiguel Bento Martins da Costa de Macedo e Silva\nMiguel Jorge Reis Antunes Frasquilho\nNuno Miguel Pestana Chaves e Castro da Encarnação\nPaulo Cardoso Correia da Mota Pinto\nPaulo César Lima Cavaleiro\nPaulo Jorge Frazão Batista dos Santos\nPedro Augusto Lynce de Faria\nPedro Manuel Tavares Lopes de Andrade Saraiva\nPedro Nuno Mazeda Pereira Neto Rodrigues\nTeresa de Jesus Costa Santos\nUlisses Manuel Brandão Pereira\nVasco Manuel Henriques Cunha\nVânia Andrea de Castro Jesus\n\nPartido Popular (CDS-PP)\nAbel Lima Baptista\nCecília Felgueiras de Meireles Graça\nDurval Tiago Moreira Fonseca e Castro Ferreira\nFilipe Tiago de Melo Sobral Lobo D' Ávila\nIsabel Maria Mousinho de Almeida Galriça Neto\nJosé Duarte de Almeida Ribeiro e Castro\nJosé Helder do Amaral\nJosé Manuel de Sousa Rodrigues\nJoão Guilherme Nobre Prata Fragoso Rebelo\nJoão Manuel de Serpa Oliva\nJoão Rodrigo Pinho de Almeida\nLuís Pedro Russo da Mota Soares\nMaria de Assunção Oliveira Cristas Machado da Graça\nMichael Lothar Mendes Seufert\nNuno Miguel Miranda de Magalhães\nPaulo Sacadura Cabral Portas\nPedro Manuel Brandão Rodrigues\nRaúl Mário Carvalho Camelo de Almeida\nTeresa Margarida Figueiredo de Vasconcelos Caeiro\n\nBloco de Esquerda (BE)\nAna Isabel Drago Lobato\nCatarina Soares Martins\nFrancisco Anacleto Louçã\nHeitor Nuno Patrício de Sousa e Castro\nHelena Maria Moura Pinto\nJosé Guilherme Figueiredo Nobre de Gusmão\nJosé Manuel Marques da Silva Pureza\nJoão Pedro Furtado da Cunha Semedo\nLuís Emídio Lopes Mateus Fazenda\nMaria Cecília Vicente Duarte Honório\nMariana Rosa Aiveca|statement
||Pedro Filipe Gomes Soares\nPedro Manuel Bastos Rodrigues Soares\nRita Maria Oliveira Calvário\n\nPartido Comunista Português (PCP)\nAgostinho Nuno de Azevedo Ferreira Lopes\nAntónio Filipe Gaião Rodrigues\nArtur Jorge da Silva Machado\nBernardino José Torrão Soares\nBruno Ramos Dias\nFrancisco José de Almeida Lopes\nJerónimo Carvalho de Sousa\nJosé Honório Faria Gonçalves Novo\nJoão Augusto Espadeiro Ramos\nJoão Guilherme Ramos Rosa de Oliveira\nMiguel Tiago Crispim Rosado\nPaula Alexandra Sobral Guerreiro Santos Barbosa\nRita Rato Araújo Fonseca\n\nPartido Ecologista «Os Verdes» (PEV)\nJosé Luís Teixeira Ferreira\nHeloísa Augusta Baião de Brito Apolónia\n\nPresidente: - Srs. Deputados, a Sr.ª Secretária vai proceder à leitura do expediente.|statement
Celeste Correia|Secretário|Sr. Presidente, Sr.as e Srs. Deputados, deram entrada na Mesa, e foram admitidas, as seguintes iniciativas legislativas: projecto de lei n.º 503/XI (2.ª) —  Primeira alteração à Lei n.º 57/2008, de 4 de Setembro, que cria a Ordem dos Psicólogos e aprova o seu Estatuto (PCP), que baixou à 11.ª Comissão; apreciação parlamentar n.º 84/XI (2.ª) —  Decreto-Lei n.º 8/2011, de 11 de Janeiro, que actualiza os valores devidos pelo pagamento de actos das autoridades de saúde e de serviços prestados por outros profissionais de saúde pública (CDS-PP) e projecto de resolução n.º 369/XI (2.ª) —  Recomenda ao Governo que garanta, durante o ano 2011, um período de transição entre o novo modelo de inquérito e o antigo modelo de inquérito levados a cabo pelo Instituto Nacional de Estatística, permitindo, assim, a comparação dos dados do desemprego (CDS-PP), que baixou à 5.ª Comissão.\nCumpre-me também anunciar, Sr. Presidente, Sr.as e Srs. Deputados, que, tendo sido rejeitada, na reunião da Comissão de Trabalho, Segurança Social e Administração Pública de 18 de Janeiro, a proposta de alteração apresentada para o artigo 14.º do Decreto-Lei n.º 116/2010, de 22 de Outubro, que elimina o aumento extraordinário de 25% do abono de família no 1.º e 2 º escalões e cessa a atribuição do abono aos 4.º e 5.º escalões do rendimento, procedendo à 7.ª alteração ao Decreto-Lei n.º 173/2003, de 2 de Agosto, no âmbito da apreciação parlamentar n.º 74/XI (2.ª), apresentada pelo CDS-PP, o processo de apreciação deve considerar-se caduco.\nPor último, informo que deu entrada na Mesa um parecer da Comissão de Ética, Sociedade e Cultura, a solicitação do 2.º Juízo do Tribunal Judicial de Lagos, Processo n.º 411/05.5TALGS, no sentido de autorizar o Sr. Deputado Artur Rêgo (CDS-PP) a prestar depoimento por escrito, como testemunha, no âmbito dos referidos autos.|secretary
Presidente|Presidente|Srs. Deputados, está em apreciação o parecer.|president
||- Pausa.|pause
||- Não havendo pedidos de palavra, vamos votá-lo.|statement
